path,exists,used_by_count,sample_used_by
assets/webp/9J-potential-difference-series-parallel-blank-v2.webp,True,3,y9-265-9j-describe-the-difference-between-current-and-voltage; y9x-115-9j-describe-how-current-behaves-in-series-and-parallel-circuits; y9x-116-9j-describe-how-voltage-behaves-in-series-and-parallel-circuits
assets/webp/9J-potential-difference-series-parallel-notes-v2.webp,True,1,9J-circuits
assets/webp/9J-real-components-vs-symbols.webp,True,1,9J-circuits
assets/webp/9J-relay-base.webp,True,2,y9x-157-9j-use-the-relay-diagram-match-labels-a-to-d-to-control-circuit-electromagnet-switch-and-load; y9x-158-9j-use-the-relay-diagram-explain-why-a-relay-is-useful
assets/webp/9J-series-parallel-circuits-symbols-base.webp,True,4,y9x-145-9j-which-circuit-is-parallel; y9x-146-9j-in-which-circuit-is-current-the-same-everywhere; y9x-147-9j-in-which-circuit-does-current-split-between-branches; y9x-148-9j-compare-current-and-voltage-in-the-two-circuits
assets/webp/9J-series-parallel-current-voltage.webp,True,1,9J-circuits
assets/webp/9J-static-charge-transfer-notes-v152.webp,True,1,9J-static
assets/webp/9J-static-charge-transfer-question-v152.webp,True,1,y9r5-009-9j-static-balloon-negative
assets/webp/9J-static-electricity-charge-transfer-blank-v3.webp,True,6,y9-106-9j-an-object-has-a-negative-charge-which-statement-is-correct; y9-107-9j-why-can-we-not-detect-static-charge-if-we-rub-a-metal-rod; y9-219-9j-define-static-electricity; y9x-103-9j-explain-why-only-negative-charges-transfer-onto-an-insulating-material; y9x-104-9j-explain-why-a-rubbed-polythene-rod-has-an-overall-negative-charge; y9x-105-9j-describe-how-charged-objects-attract-or-repel-each-other
assets/webp/9J-static-electricity-charge-transfer-notes-v3.webp,True,1,9J-static
assets/webp/9J-static-electricity-hair-attraction-notes-v3.webp,True,1,9J-static
assets/webp/9J-wire-resistance-investigation-blank.webp,True,1,y9qb-005-9j-wire-resistance-investigation-variables
assets/webp/9J-wire-resistance-investigation-notes-r167.webp,True,1,9J-wire-resistance-investigation
assets/webp/9J-wire-resistance-investigation-notes.webp,True,1,9J-wire-resistance-investigation
assets/webp/9J-wire-resistance-investigation-question-r167.webp,True,5,y9-267-9j-describe-how-to-test-whether-resistance-depends-on-wire-length; y9x-113-9j-plan-an-investigation-into-how-wire-thickness-affects-resistance; y9r-075-9j-what-three-things-does-the-resistance-of-a-wire-depend-on; y9r-076-9j-how-does-wire-length-affect-resistance; y9r-077-9j-how-does-wire-thickness-affect-resistance
assets/webp/9J-wire-resistance-investigation-question-v152.webp,True,1,y9r5-003-9j-wire-resistance-independent-variable
assets/webp/science-formula-rearrange-guide-notes.webp,True,1,9J-rounding-numbers
assets/webp/science-formula-rearrangement-notes-v149.webp,True,1,9J-rounding-numbers
assets/webp/science-graph-reading-notes-v149.webp,True,1,9I-speed
