id,origin,source_card_id,unit,unit_title,learning_objective,learning_objective_title,command,marks,has_media,question
derived-y9x-066-9f-explain-other-reactions-taking-place-in-a-blast-furnace,derived-open-answer-card,y9x-066-9f-explain-other-reactions-taking-place-in-a-blast-furnace,9F,9F Reactivity and extraction,9F-extraction,Metal extraction and reduction,explain,3,no,Explain other reactions taking place in a blast furnace.
derived-y9x-067-9f-use-balanced-equations-to-represent-reactions,derived-open-answer-card,y9x-067-9f-use-balanced-equations-to-represent-reactions,9F,9F Reactivity and extraction,9F-changes,Physical and chemical changes,explain,2,no,Use balanced equations to represent reactions.
derived-y9x-069-9i-recall-units-for-speed-and-explain-what-speed-means,derived-open-answer-card,y9x-069-9i-recall-units-for-speed-and-explain-what-speed-means,9I,9I Forces and motion,9I-speed,Speed and distance-time graphs,explain,3,no,Recall units for speed and explain what speed means.
derived-y9x-070-9i-explain-how-distance-and-time-affect-speed,derived-open-answer-card,y9x-070-9i-explain-how-distance-and-time-affect-speed,9I,9I Forces and motion,9I-speed,Speed and distance-time graphs,explain,3,no,Explain how distance and time affect speed.
derived-y9x-072-9i-describe-levers-ramps-and-pulleys-and-how-they-help-move-loads,derived-open-answer-card,y9x-072-9i-describe-levers-ramps-and-pulleys-and-how-they-help-move-loads,9I,9I Forces and motion,9I-moments,"Levers, pivots and moments",describe,2,yes,"Describe levers, ramps and pulleys and how they help move loads."
derived-y9x-073-9i-explain-how-levers-ramps-or-pulleys-could-raise-or-lift-stones,derived-open-answer-card,y9x-073-9i-explain-how-levers-ramps-or-pulleys-could-raise-or-lift-stones,9I,9I Forces and motion,9I-moments,"Levers, pivots and moments",explain,3,yes,"Explain how levers, ramps or pulleys could raise or lift stones."
derived-y9x-075-9i-explain-why-simple-machines-do-not-mean-less-energy-is-needed,derived-open-answer-card,y9x-075-9i-explain-why-simple-machines-do-not-mean-less-energy-is-needed,9I,9I Forces and motion,9I-energy-work,"Energy, work and simple machines",explain,3,no,Explain why simple machines do not mean less energy is needed.
derived-y9x-076-9i-represent-part-of-a-journey-on-a-distance-time-graph,derived-open-answer-card,y9x-076-9i-represent-part-of-a-journey-on-a-distance-time-graph,9I,9I Forces and motion,9I-speed,Speed and distance-time graphs,graph,3,yes,Represent part of a journey on a distance-time graph.
derived-y9x-078-9i-explain-the-effect-of-friction-on-force-needed-to-move-a-load,derived-open-answer-card,y9x-078-9i-explain-the-effect-of-friction-on-force-needed-to-move-a-load,9I,9I Forces and motion,9I-energy-work,"Energy, work and simple machines",explain,3,no,Explain the effect of friction on force needed to move a load.
derived-y9x-079-9i-explain-why-friction-usually-means-more-energy-is-needed-with-a-simple-machine,derived-open-answer-card,y9x-079-9i-explain-why-friction-usually-means-more-energy-is-needed-with-a-simple-machine,9I,9I Forces and motion,9I-energy-work,"Energy, work and simple machines",explain,3,no,Explain why friction usually means more energy is needed with a simple machine.
derived-y9x-080-9i-explain-how-ramp-angle-affects-friction-and-required-force-using-force-component,derived-open-answer-card,y9x-080-9i-explain-how-ramp-angle-affects-friction-and-required-force-using-force-component,9I,9I Forces and motion,9I-energy-work,"Energy, work and simple machines",explain,3,no,Explain how ramp angle affects friction and required force using force components.
derived-y9x-081-9b-describe-what-gas-exchange-is-and-why-it-needs-to-occur-in-plants,derived-open-answer-card,y9x-081-9b-describe-what-gas-exchange-is-and-why-it-needs-to-occur-in-plants,9B,9B Plant growth,9B-plant-transport,Plant transport and specialised cells,explain,3,no,Describe what gas exchange is and why it needs to occur in plants.
derived-y9x-082-9b-describe-how-a-leaf-is-adapted-so-palisade-cells-get-the-resources-they-need,derived-open-answer-card,y9x-082-9b-describe-how-a-leaf-is-adapted-so-palisade-cells-get-the-resources-they-need,9B,9B Plant growth,9B-plant-transport,Plant transport and specialised cells,describe,2,no,Describe how a leaf is adapted so palisade cells get the resources they need.
derived-y9x-083-9b-describe-why-starch-in-chloroplasts-is-broken-down,derived-open-answer-card,y9x-083-9b-describe-why-starch-in-chloroplasts-is-broken-down,9B,9B Plant growth,9B-plant-transport,Plant transport and specialised cells,explain,3,no,Describe why starch in chloroplasts is broken down.
derived-y9x-084-9b-suggest-when-starch-is-broken-down-in-chloroplasts-and-explain-why,derived-open-answer-card,y9x-084-9b-suggest-when-starch-is-broken-down-in-chloroplasts-and-explain-why,9B,9B Plant growth,9B-plant-products,"Plant products, seeds and food production",explain,3,no,Suggest when starch is broken down in chloroplasts and explain why.
derived-y9x-085-9b-explain-why-plants-do-not-grow-well-if-the-soil-lacks-nitrates,derived-open-answer-card,y9x-085-9b-explain-why-plants-do-not-grow-well-if-the-soil-lacks-nitrates,9B,9B Plant growth,9B-plant-products,"Plant products, seeds and food production",explain,3,no,Explain why plants do not grow well if the soil lacks nitrates.
derived-y9x-086-9b-put-the-main-stages-of-germination-into-a-logical-order,derived-open-answer-card,y9x-086-9b-put-the-main-stages-of-germination-into-a-logical-order,9B,9B Plant growth,9B-plant-products,"Plant products, seeds and food production",describe,3,yes,Put the main stages of germination into a logical order.
derived-y9x-087-9b-list-three-substances-found-in-seeds-and-explain-their-functions,derived-open-answer-card,y9x-087-9b-list-three-substances-found-in-seeds-and-explain-their-functions,9B,9B Plant growth,9B-plant-products,"Plant products, seeds and food production",explain,3,yes,List three substances found in seeds and explain their functions.
derived-y9x-091-9b-explain-why-phosphates-and-potassium-are-important-nutrients-for-plants,derived-open-answer-card,y9x-091-9b-explain-why-phosphates-and-potassium-are-important-nutrients-for-plants,9B,9B Plant growth,9B-photosynthesis,Photosynthesis and respiration,explain,3,no,Explain why phosphates and potassium are important nutrients for plants.
derived-y9x-092-9b-define-biodiversity,derived-open-answer-card,y9x-092-9b-define-biodiversity,9B,9B Plant growth,9B-food-webs,"Food webs, biodiversity and ecosystems",explain,2,no,A pesticide reduces the number of insect species living in a field. What has happened to biodiversity in that area?
derived-y9x-093-9b-describe-how-sampling-can-estimate-biodiversity-in-a-field,derived-open-answer-card,y9x-093-9b-describe-how-sampling-can-estimate-biodiversity-in-a-field,9B,9B Plant growth,9B-food-webs,"Food webs, biodiversity and ecosystems",describe,2,yes,Describe how sampling can estimate biodiversity in a field.
derived-y9x-095-9b-label-the-main-processes-in-the-carbon-cycle,derived-open-answer-card,y9x-095-9b-label-the-main-processes-in-the-carbon-cycle,9B,9B Plant growth,9B-photosynthesis,Photosynthesis and respiration,identify,1,yes,Label the main processes in the carbon cycle.
derived-y9x-096-9b-explain-how-farming-affects-the-carbon-cycle,derived-open-answer-card,y9x-096-9b-explain-how-farming-affects-the-carbon-cycle,9B,9B Plant growth,9B-plant-products,"Plant products, seeds and food production",explain,3,yes,Explain how farming affects the carbon cycle.
derived-y9x-097-9b-give-advantages-and-disadvantages-of-clearing-land-for-farming,derived-open-answer-card,y9x-097-9b-give-advantages-and-disadvantages-of-clearing-land-for-farming,9B,9B Plant growth,9B-plant-products,"Plant products, seeds and food production",state,1,yes,Give advantages and disadvantages of clearing land for farming.
derived-y9x-098-9b-give-advantages-and-disadvantages-of-insecticides-and-herbicides,derived-open-answer-card,y9x-098-9b-give-advantages-and-disadvantages-of-insecticides-and-herbicides,9B,9B Plant growth,9B-plant-products,"Plant products, seeds and food production",state,1,yes,Give advantages and disadvantages of insecticides and herbicides.
derived-y9x-099-9b-give-advantages-and-disadvantages-of-fertilisers,derived-open-answer-card,y9x-099-9b-give-advantages-and-disadvantages-of-fertilisers,9B,9B Plant growth,9B-plant-products,"Plant products, seeds and food production",state,1,yes,Give advantages and disadvantages of fertilisers.
derived-y9x-101-9j-state-where-electrons-are-found-in-an-atom,derived-open-answer-card,y9x-101-9j-state-where-electrons-are-found-in-an-atom,9J,9J Force fields and electromagnets,9J-static,Static electricity and charge,state,1,no,State where electrons are found in an atom.
derived-y9x-103-9j-explain-why-only-negative-charges-transfer-onto-an-insulating-material,derived-open-answer-card,y9x-103-9j-explain-why-only-negative-charges-transfer-onto-an-insulating-material,9J,9J Force fields and electromagnets,9J-static,Static electricity and charge,explain,3,yes,Explain why only negative charges transfer onto an insulating material.
derived-y9x-104-9j-explain-why-a-rubbed-polythene-rod-has-an-overall-negative-charge,derived-open-answer-card,y9x-104-9j-explain-why-a-rubbed-polythene-rod-has-an-overall-negative-charge,9J,9J Force fields and electromagnets,9J-static,Static electricity and charge,explain,3,yes,Explain why a rubbed polythene rod has an overall negative charge.
derived-y9x-105-9j-describe-how-charged-objects-attract-or-repel-each-other,derived-open-answer-card,y9x-105-9j-describe-how-charged-objects-attract-or-repel-each-other,9J,9J Force fields and electromagnets,9J-static,Static electricity and charge,describe,2,yes,Describe how charged objects attract or repel each other.
derived-y9x-109-9j-describe-how-to-increase-resistance-in-a-circuit,derived-open-answer-card,y9x-109-9j-describe-how-to-increase-resistance-in-a-circuit,9J,9J Force fields and electromagnets,9J-resistance,Resistance and Ohm’s law,describe,2,no,Describe how to increase resistance in a circuit.
derived-y9x-111-9j-explain-which-wire-has-higher-resistance-a-long-thin-wire-or-a-short-thick-wire-,derived-open-answer-card,y9x-111-9j-explain-which-wire-has-higher-resistance-a-long-thin-wire-or-a-short-thick-wire-,9J,9J Force fields and electromagnets,9J-resistance,Resistance and Ohm’s law,explain,3,no,Explain which wire has higher resistance: a long thin wire or a short thick wire of the same material.
derived-y9x-112-9j-explain-how-a-current-voltage-graph-shows-which-resistor-has-the-higher-resistan,derived-open-answer-card,y9x-112-9j-explain-how-a-current-voltage-graph-shows-which-resistor-has-the-higher-resistan,9J,9J Force fields and electromagnets,9J-resistance,Resistance and Ohm’s law,explain,3,yes,Explain how a current–voltage graph shows which resistor has the higher resistance.
derived-y9x-113-9j-plan-an-investigation-into-how-wire-thickness-affects-resistance,derived-open-answer-card,y9x-113-9j-plan-an-investigation-into-how-wire-thickness-affects-resistance,9J,9J Force fields and electromagnets,9J-resistance,Resistance and Ohm’s law,describe,4,yes,Plan an investigation into how wire thickness affects resistance.
derived-y9x-114-9j-explain-why-copper-is-commonly-used-for-wires-in-circuits,derived-open-answer-card,y9x-114-9j-explain-why-copper-is-commonly-used-for-wires-in-circuits,9J,9J Force fields and electromagnets,9J-resistance,Resistance and Ohm’s law,explain,3,no,Explain why copper is commonly used for wires in circuits.
derived-y9x-115-9j-describe-how-current-behaves-in-series-and-parallel-circuits,derived-open-answer-card,y9x-115-9j-describe-how-current-behaves-in-series-and-parallel-circuits,9J,9J Force fields and electromagnets,9J-circuits,"Current, voltage and circuits",describe,2,yes,Describe how current behaves in series and parallel circuits.
derived-y9x-116-9j-describe-how-voltage-behaves-in-series-and-parallel-circuits,derived-open-answer-card,y9x-116-9j-describe-how-voltage-behaves-in-series-and-parallel-circuits,9J,9J Force fields and electromagnets,9J-circuits,"Current, voltage and circuits",describe,2,yes,Describe how voltage / potential difference behaves in series and parallel circuits.
derived-y9x-117-9j-explain-the-difference-between-an-electromagnet-and-a-bar-magnet,derived-open-answer-card,y9x-117-9j-explain-the-difference-between-an-electromagnet-and-a-bar-magnet,9J,9J Force fields and electromagnets,9J-electromagnets,"Electromagnets, relays and motors",explain,3,yes,Explain the difference between an electromagnet and a bar magnet.
derived-y9x-118-9j-predict-how-changing-current-magnetic-field-strength-or-current-direction-affect,derived-open-answer-card,y9x-118-9j-predict-how-changing-current-magnetic-field-strength-or-current-direction-affect,9J,9J Force fields and electromagnets,9J-electromagnets,"Electromagnets, relays and motors",describe,3,yes,"Predict how changing current, magnetic field strength or current direction affects a motor."
derived-y9x-124-9j-drax-has-mass-122-kg-on-a-planet-where-g-7-5-n-kg-calculate-his-weight,derived-open-answer-card,y9x-124-9j-drax-has-mass-122-kg-on-a-planet-where-g-7-5-n-kg-calculate-his-weight,9J,9J Force fields and electromagnets,9J-fields,"Force fields, gravity and magnetism",calculate,2,no,Drax has mass 122 kg on a planet where g = 7.5 N/kg. Calculate his weight.
derived-y9x-126-9j-rocket-has-mass-47-kg-on-a-planet-where-g-22-8-n-kg-calculate-his-weight,derived-open-answer-card,y9x-126-9j-rocket-has-mass-47-kg-on-a-planet-where-g-22-8-n-kg-calculate-his-weight,9J,9J Force fields and electromagnets,9J-fields,"Force fields, gravity and magnetism",calculate,2,no,Rocket has mass 47 kg on a planet where g = 22.8 N/kg. Calculate his weight.
derived-y9x-128-9j-mantis-has-mass-56-kg-and-weight-686-n-on-a-planet-calculate-g,derived-open-answer-card,y9x-128-9j-mantis-has-mass-56-kg-and-weight-686-n-on-a-planet-calculate-g,9J,9J Force fields and electromagnets,9J-fields,"Force fields, gravity and magnetism",calculate,2,no,Mantis has mass 56 kg and weight 686 N on a planet. Calculate g.
derived-y9x-129-9j-groot-has-mass-34-kg-on-a-planet-where-g-6-8-n-kg-calculate-his-weight,derived-open-answer-card,y9x-129-9j-groot-has-mass-34-kg-on-a-planet-where-g-6-8-n-kg-calculate-his-weight,9J,9J Force fields and electromagnets,9J-fields,"Force fields, gravity and magnetism",calculate,2,no,Groot has mass 34 kg on a planet where g = 6.8 N/kg. Calculate his weight.
derived-y9x-131-9j-oberon-has-about-1-3-times-the-mass-of-rhea-but-a-similar-diameter-which-moon-ha,derived-open-answer-card,y9x-131-9j-oberon-has-about-1-3-times-the-mass-of-rhea-but-a-similar-diameter-which-moon-ha,9J,9J Force fields and electromagnets,9J-fields,"Force fields, gravity and magnetism",identify,2,no,Oberon has about 1.3 times the mass of Rhea but a similar diameter. Which moon has greater surface gravity?
derived-y9x-139-9i-a-river-section-is-40-km-and-the-stones-move-at-3-km-h-calculate-the-time-taken,derived-open-answer-card,y9x-139-9i-a-river-section-is-40-km-and-the-stones-move-at-3-km-h-calculate-the-time-taken,9I,9I Forces and motion,9I-speed,Speed and distance-time graphs,calculate,2,no,A river section is 40 km and the stones move at 3 km/h. Calculate the time taken.
derived-y9x-142-9i-a-moment-of-120-n-m-is-needed-using-a-lever-2-m-from-the-pivot-calculate-the-for,derived-open-answer-card,y9x-142-9i-a-moment-of-120-n-m-is-needed-using-a-lever-2-m-from-the-pivot-calculate-the-for,9I,9I Forces and motion,9I-moments,"Levers, pivots and moments",calculate,2,no,A moment of 120 N m is needed using a lever 2 m from the pivot. Calculate the force.
derived-y9x-144-9i-a-ramp-requires-1500-j-of-work-over-5-m-calculate-the-average-force,derived-open-answer-card,y9x-144-9i-a-ramp-requires-1500-j-of-work-over-5-m-calculate-the-average-force,9I,9I Forces and motion,9I-energy-work,"Energy, work and simple machines",calculate,2,no,A ramp requires 1500 J of work over 5 m. Calculate the average force.
derived-y9x-138-9j-match-common-circuit-symbols-to-their-component-names,derived-open-answer-card,y9x-138-9j-match-common-circuit-symbols-to-their-component-names,9J,9J Force fields and electromagnets,9J-circuits,"Current, voltage and circuits",identify,4,yes,"Use the circuit symbol grid. Match labels A–H to these components: cell, battery, open switch, closed switch, lamp, resistor, ammeter and voltmeter."
derived-y9x-148-9j-compare-current-and-voltage-in-the-two-circuits,derived-open-answer-card,y9x-148-9j-compare-current-and-voltage-in-the-two-circuits,9J,9J Force fields and electromagnets,9J-circuits,"Current, voltage and circuits",describe,4,yes,Use the circuit diagrams. Compare how current and voltage behave in Circuit A and Circuit B.
derived-y9x-153-9j-use-the-charge-pair-diagram-identify-which-pairs-repel-and-which-attract,derived-open-answer-card,y9x-153-9j-use-the-charge-pair-diagram-identify-which-pairs-repel-and-which-attract,9J,9J Force fields and electromagnets,9J-static,Static electricity and charge,identify,1,yes,Use the charge-pair diagram. Identify which labelled pairs repel and which labelled pairs attract.
derived-y9x-154-9j-use-the-charge-transfer-diagram-what-particle-has-moved-and-what-charge-does-the-rod-gain,derived-open-answer-card,y9x-154-9j-use-the-charge-transfer-diagram-what-particle-has-moved-and-what-charge-does-the-rod-gain,9J,9J Force fields and electromagnets,9J-static,Static electricity and charge,identify,2,yes,"Use the charge-transfer diagram. What particle has moved, and what overall charge does the rod gain?"
derived-y9x-155-9j-use-the-electromagnet-diagram-match-labels-a-to-d-to-the-coil-core-cell-and-switch,derived-open-answer-card,y9x-155-9j-use-the-electromagnet-diagram-match-labels-a-to-d-to-the-coil-core-cell-and-switch,9J,9J Force fields and electromagnets,9J-electromagnets,"Electromagnets, relays and motors",identify,4,yes,"Use the electromagnet diagram. Match labels A–D to the coil of wire, iron core, cell/battery and switch."
derived-y9x-157-9j-use-the-relay-diagram-match-labels-a-to-d-to-control-circuit-electromagnet-switch-and-load,derived-open-answer-card,y9x-157-9j-use-the-relay-diagram-match-labels-a-to-d-to-control-circuit-electromagnet-switch-and-load,9J,9J Force fields and electromagnets,9J-electromagnets,"Electromagnets, relays and motors",identify,4,yes,"Use the relay diagram. Match labels A–D to the control circuit, electromagnet, switch contacts and load/lamp."
derived-y9x-158-9j-use-the-relay-diagram-explain-why-a-relay-is-useful,derived-open-answer-card,y9x-158-9j-use-the-relay-diagram-explain-why-a-relay-is-useful,9J,9J Force fields and electromagnets,9J-electromagnets,"Electromagnets, relays and motors",explain,3,yes,Use the relay diagram. Explain why a relay is useful in an electrical system.
derived-y9r-002-9b-why-is-land-cleared-of-hedges-and-trees-in-modern-farming,derived-open-answer-card,y9r-002-9b-why-is-land-cleared-of-hedges-and-trees-in-modern-farming,9B,9B Plant growth,9B-farming-yield-impact,"Farming yield, benefits and environmental problems",state,1,yes,A farmer clears hedges and trees from a field. Give one benefit for farming and one environmental problem this can cause.
derived-y9r-003-9b-what-problem-can-be-caused-by-clearing-hedges-and-trees,derived-open-answer-card,y9r-003-9b-what-problem-can-be-caused-by-clearing-hedges-and-trees,9B,9B Plant growth,9B-farming-yield-impact,"Farming yield, benefits and environmental problems",state,2,no,What problem can be caused by clearing hedges and trees?
derived-y9r-004-9b-why-are-pesticides-used-on-crops,derived-open-answer-card,y9r-004-9b-why-are-pesticides-used-on-crops,9B,9B Plant growth,9B-farming-yield-impact,"Farming yield, benefits and environmental problems",explain,3,no,Why are pesticides used on crops?
derived-y9r-005-9b-what-problem-can-pesticides-cause,derived-open-answer-card,y9r-005-9b-what-problem-can-pesticides-cause,9B,9B Plant growth,9B-farming-yield-impact,"Farming yield, benefits and environmental problems",state,2,yes,What problem can pesticides cause?
derived-y9r-006-9b-why-are-fertilisers-used,derived-open-answer-card,y9r-006-9b-why-are-fertilisers-used,9B,9B Plant growth,9B-farming-yield-impact,"Farming yield, benefits and environmental problems",explain,3,no,Why are fertilisers used?
derived-y9r-007-9b-what-problem-can-fertilisers-cause-if-they-wash-into-streams-and-rivers,derived-open-answer-card,y9r-007-9b-what-problem-can-fertilisers-cause-if-they-wash-into-streams-and-rivers,9B,9B Plant growth,9B-farming-yield-impact,"Farming yield, benefits and environmental problems",explain,2,yes,Fertiliser washes from a field into a stream. What problem can this cause?
derived-y9r-008-9b-what-is-the-problem-with-planting-huge-areas-of-a-single-variety,derived-open-answer-card,y9r-008-9b-what-is-the-problem-with-planting-huge-areas-of-a-single-variety,9B,9B Plant growth,9B-farming-yield-impact,"Farming yield, benefits and environmental problems",state,1,no,What is the problem with planting huge areas of a single variety?
derived-y9r-010-9b-what-happens-to-the-energy-released-from-glucose-in-aerobic-respiration,derived-open-answer-card,y9r-010-9b-what-happens-to-the-energy-released-from-glucose-in-aerobic-respiration,9B,9B Plant growth,9B-photosynthesis,Photosynthesis and respiration,describe,2,no,What happens to the energy released from glucose in aerobic respiration?
derived-y9r-012-9b-where-does-most-photosynthesis-happen-in-leaves,derived-open-answer-card,y9r-012-9b-where-does-most-photosynthesis-happen-in-leaves,9B,9B Plant growth,9B-photosynthesis,Photosynthesis and respiration,identify,2,no,Where does most photosynthesis happen in leaves?
derived-y9r-013-9e-what-do-exothermic-reactions-do-to-the-surroundings,derived-open-answer-card,y9r-013-9e-what-do-exothermic-reactions-do-to-the-surroundings,9E,9E Making materials,9E-energy-thermal-peer-review,"Energy changes, thermal decomposition and peer review",state,2,yes,What do exothermic reactions do to the surroundings?
derived-y9r-014-9e-what-do-endothermic-reactions-do-to-the-surroundings,derived-open-answer-card,y9r-014-9e-what-do-endothermic-reactions-do-to-the-surroundings,9E,9E Making materials,9E-energy-thermal-peer-review,"Energy changes, thermal decomposition and peer review",state,2,yes,What do endothermic reactions do to the surroundings?
derived-y9r-015-9e-give-an-example-of-an-endothermic-reaction-from-the-revision-sheet,derived-open-answer-card,y9r-015-9e-give-an-example-of-an-endothermic-reaction-from-the-revision-sheet,9E,9E Making materials,9E-energy-thermal-peer-review,"Energy changes, thermal decomposition and peer review",state,1,no,Give an example of an endothermic reaction from the revision sheet.
derived-y9r-016-9e-what-do-the-state-symbols-s-l-g-and-aq-mean,derived-open-answer-card,y9r-016-9e-what-do-the-state-symbols-s-l-g-and-aq-mean,9E,9E Making materials,9E-energy-thermal-peer-review,"Energy changes, thermal decomposition and peer review",state,1,no,"What do the state symbols s, l, g and aq mean?"
derived-y9r-017-9e-what-is-made-when-calcium-carbonate-thermally-decomposes,derived-open-answer-card,y9r-017-9e-what-is-made-when-calcium-carbonate-thermally-decomposes,9E,9E Making materials,9E-energy-thermal-peer-review,"Energy changes, thermal decomposition and peer review",state,1,no,What is made when calcium carbonate thermally decomposes?
derived-y9r-018-9e-in-peer-review-what-do-scientists-check-in-a-paper,derived-open-answer-card,y9r-018-9e-in-peer-review-what-do-scientists-check-in-a-paper,9E,9E Making materials,9E-energy-thermal-peer-review,"Energy changes, thermal decomposition and peer review",state,3,no,"In peer review, what do scientists check in a paper?"
derived-y9r-019-9e-after-peer-review-what-can-a-paper-be-recommended-for,derived-open-answer-card,y9r-019-9e-after-peer-review-what-can-a-paper-be-recommended-for,9E,9E Making materials,9E-energy-thermal-peer-review,"Energy changes, thermal decomposition and peer review",state,3,no,"After peer review, what can a paper be recommended for?"
derived-y9r-020-9e-how-are-metals-recycled-according-to-the-revision-sheet,derived-open-answer-card,y9r-020-9e-how-are-metals-recycled-according-to-the-revision-sheet,9E,9E Making materials,9E-recycling-methods,Recycling methods by material,describe,2,yes,"How are metals recycled, according to the revision sheet?"
derived-y9r-021-9e-how-is-glass-recycled-according-to-the-revision-sheet,derived-open-answer-card,y9r-021-9e-how-is-glass-recycled-according-to-the-revision-sheet,9E,9E Making materials,9E-recycling-methods,Recycling methods by material,describe,2,yes,"How is glass recycled, according to the revision sheet?"
derived-y9r-022-9e-how-is-paper-recycled-according-to-the-revision-sheet,derived-open-answer-card,y9r-022-9e-how-is-paper-recycled-according-to-the-revision-sheet,9E,9E Making materials,9E-recycling-methods,Recycling methods by material,describe,2,yes,"How is paper recycled, according to the revision sheet?"
derived-y9r-023-9e-how-is-concrete-recycled-according-to-the-revision-sheet,derived-open-answer-card,y9r-023-9e-how-is-concrete-recycled-according-to-the-revision-sheet,9E,9E Making materials,9E-recycling-methods,Recycling methods by material,describe,2,no,"How is concrete recycled, according to the revision sheet?"
derived-y9r-024-9e-give-two-reasons-why-recycling-materials-to-use-again-is-useful,derived-open-answer-card,y9r-024-9e-give-two-reasons-why-recycling-materials-to-use-again-is-useful,9E,9E Making materials,9E-environment,Environmental impacts and recycling,explain,3,yes,Give two reasons why recycling materials to use again is useful.
derived-y9r-025-9e-what-is-biomagnification,derived-open-answer-card,y9r-025-9e-what-is-biomagnification,9E,9E Making materials,9E-environment,Environmental impacts and recycling,explain,3,yes,"A toxin is eaten by small animals, and then many small animals are eaten by a predator. Why can toxin levels become highest in the predator?"
derived-y9r-026-9f-in-reactions-and-physical-changes-what-happens-to-the-number-of-atoms,derived-open-answer-card,y9r-026-9f-in-reactions-and-physical-changes-what-happens-to-the-number-of-atoms,9F,9F Reactivity and extraction,9F-changes,Physical and chemical changes,explain,3,yes,Why is there no overall change in mass in a reaction or physical change?
derived-y9r-027-9f-what-do-the-large-numbers-in-an-equation-show,derived-open-answer-card,y9r-027-9f-what-do-the-large-numbers-in-an-equation-show,9F,9F Reactivity and extraction,9F-changes,Physical and chemical changes,identify,1,no,What do the large numbers in an equation show?
derived-y9r-028-9f-what-do-the-letters-in-brackets-in-an-equation-show,derived-open-answer-card,y9r-028-9f-what-do-the-letters-in-brackets-in-an-equation-show,9F,9F Reactivity and extraction,9F-changes,Physical and chemical changes,identify,2,no,What do the letters in brackets in an equation show?
derived-y9r-029-9f-what-does-an-atom-contain,derived-open-answer-card,y9r-029-9f-what-does-an-atom-contain,9F,9F Reactivity and extraction,9F-atomic-structure-periodic-table,Atomic structure and the periodic table,state,1,no,What does an atom contain?
derived-y9r-030-9f-what-is-the-atomic-number-or-proton-number,derived-open-answer-card,y9r-030-9f-what-is-the-atomic-number-or-proton-number,9F,9F Reactivity and extraction,9F-atomic-structure-periodic-table,Atomic structure and the periodic table,state,1,no,What is the atomic number or proton number?
derived-y9r-031-9f-how-are-elements-arranged-in-the-periodic-table,derived-open-answer-card,y9r-031-9f-how-are-elements-arranged-in-the-periodic-table,9F,9F Reactivity and extraction,9F-atomic-structure-periodic-table,Atomic structure and the periodic table,describe,2,no,How are elements arranged in the periodic table?
derived-y9r-032-9f-what-is-the-mass-number-of-an-atom,derived-open-answer-card,y9r-032-9f-what-is-the-mass-number-of-an-atom,9F,9F Reactivity and extraction,9F-atomic-structure-periodic-table,Atomic structure and the periodic table,state,1,no,What is the mass number of an atom?
derived-y9r-033-9f-what-are-groups-and-periods-in-the-periodic-table,derived-open-answer-card,y9r-033-9f-what-are-groups-and-periods-in-the-periodic-table,9F,9F Reactivity and extraction,9F-atomic-structure-periodic-table,Atomic structure and the periodic table,state,1,no,What are groups and periods in the periodic table?
derived-y9r-034-9f-what-do-metals-that-react-with-water-produce,derived-open-answer-card,y9r-034-9f-what-do-metals-that-react-with-water-produce,9F,9F Reactivity and extraction,9F-reactivity,Reactivity and displacement,state,2,yes,What do metals that react with water produce?
derived-y9r-035-9f-what-do-metals-that-react-with-dilute-acids-produce,derived-open-answer-card,y9r-035-9f-what-do-metals-that-react-with-dilute-acids-produce,9F,9F Reactivity and extraction,9F-reactivity,Reactivity and displacement,state,2,yes,What do metals that react with dilute acids produce?
derived-y9r-036-9f-what-is-an-oxidation-reaction-in-the-reactivity-series-section,derived-open-answer-card,y9r-036-9f-what-is-an-oxidation-reaction-in-the-reactivity-series-section,9F,9F Reactivity and extraction,9F-reactivity,Reactivity and displacement,state,1,no,What is an oxidation reaction in the reactivity-series section?
derived-y9r-038-9f-what-is-the-word-equation-for-complete-combustion-of-a-hydrocarbon,derived-open-answer-card,y9r-038-9f-what-is-the-word-equation-for-complete-combustion-of-a-hydrocarbon,9F,9F Reactivity and extraction,9F-combustion-energy-rates,"Combustion, energy, rates and redox",state,1,yes,What is the word equation for complete combustion of a hydrocarbon?
derived-y9r-040-9f-why-is-an-input-of-energy-from-a-flame-or-spark-needed-to-start-combustion,derived-open-answer-card,y9r-040-9f-why-is-an-input-of-energy-from-a-flame-or-spark-needed-to-start-combustion,9F,9F Reactivity and extraction,9F-combustion-energy-rates,"Combustion, energy, rates and redox",explain,3,yes,Why is an input of energy from a flame or spark needed to start combustion?
derived-y9r-041-9f-what-increases-the-rate-of-reaction-according-to-the-revision-sheet,derived-open-answer-card,y9r-041-9f-what-increases-the-rate-of-reaction-according-to-the-revision-sheet,9F,9F Reactivity and extraction,9F-combustion-energy-rates,"Combustion, energy, rates and redox",state,1,yes,A student wants a reaction to happen faster. Give three changes from the revision sheet that could increase the rate.
derived-y9r-043-9f-where-do-most-metals-occur,derived-open-answer-card,y9r-043-9f-where-do-most-metals-occur,9F,9F Reactivity and extraction,9F-extraction,Metal extraction and reduction,state,2,no,Where do most metals occur?
derived-y9r-044-9f-which-metals-can-be-extracted-from-their-ores-by-heating-with-carbon,derived-open-answer-card,y9r-044-9f-which-metals-can-be-extracted-from-their-ores-by-heating-with-carbon,9F,9F Reactivity and extraction,9F-extraction,Metal extraction and reduction,identify,1,yes,A metal is zinc or below zinc in the reactivity series. Which extraction method can be used?
