card_id,unit,exam_pool,question_unchanged,previous_exam_command,exam_command,previous_answer_format_hint,answer_format_hint,answer_format_steps,source,source_fidelity
y9x-047-9e-justify-using-a-ceramic-polymer-or-composite-for-a-particular-use,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 14,success-criterion-derived
y9x-048-9e-explain-how-crystal-size-depends-on-cooling-speed,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 15,success-criterion-derived
y9x-049-9e-explain-how-properties-of-a-material-depend-on-bonding-and-structure,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 16,success-criterion-derived
y9x-050-9e-classify-exothermic-and-endothermic-reactions-by-temperature-change-and-energy-t,9E,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9E assess-yourself success criterion 17,success-criterion-derived
y9x-051-9e-explain-biomagnification-of-toxins-through-food-chains,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 18,success-criterion-derived
y9x-052-9e-suggest-ways-to-reduce-global-warming-and-acid-rain-impacts,9E,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 19,success-criterion-derived
y9x-053-9f-describe-what-causes-rusting,9F,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 01,success-criterion-derived
y9x-054-9f-describe-one-simple-method-of-preventing-rusting,9F,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 02,success-criterion-derived
y9x-055-9f-explain-why-rusting-is-a-problem,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 03,success-criterion-derived
y9x-056-9f-use-scientific-words-to-explain-how-iron-rusts,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 04,success-criterion-derived
y9x-057-9f-explain-why-iron-or-steel-is-used-for-a-purpose-because-of-its-properties,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 05,success-criterion-derived
y9x-058-9f-describe-how-iron-ore-is-obtained-from-mining,9F,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 06,success-criterion-derived
y9x-059-9f-use-word-equations-to-describe-reactions,9F,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 07,success-criterion-derived
y9x-060-9f-describe-the-reactivity-series-and-the-position-of-iron,9F,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 08,success-criterion-derived
y9x-061-9f-explain-how-metal-reactivity-determines-extraction-method,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 09,success-criterion-derived
y9x-062-9f-explain-why-energy-needs-and-cost-matter-when-selecting-extraction-methods,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 10,success-criterion-derived
y9x-063-9f-describe-sacrificial-protection-for-preventing-rusting,9F,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 11,success-criterion-derived
y9x-064-9f-explain-how-sacrificial-protection-prevents-rusting-and-link-this-to-the-reactiv,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 12,success-criterion-derived
y9x-065-9f-explain-why-certain-metals-are-used-for-sacrificial-protection,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 13,success-criterion-derived
y9x-066-9f-explain-other-reactions-taking-place-in-a-blast-furnace,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 14,success-criterion-derived
y9x-067-9f-use-balanced-equations-to-represent-reactions,9F,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 15,success-criterion-derived
y9x-068-9f-describe-the-formation-of-stainless-steel,9F,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 16,success-criterion-derived
y9x-069-9i-recall-units-for-speed-and-explain-what-speed-means,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 01,success-criterion-derived
y9x-070-9i-explain-how-distance-and-time-affect-speed,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 02,success-criterion-derived
y9x-071-9i-use-the-formula-relating-speed-distance-and-time,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I assess-yourself success criterion 03,success-criterion-derived
y9x-072-9i-describe-levers-ramps-and-pulleys-and-how-they-help-move-loads,9I,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9I assess-yourself success criterion 04,success-criterion-derived
y9x-073-9i-explain-how-levers-ramps-or-pulleys-could-raise-or-lift-stones,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 05,success-criterion-derived
y9x-074-9i-state-what-a-moment-is-and-when-something-balances,9I,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9I assess-yourself success criterion 06,success-criterion-derived
y9x-075-9i-explain-why-simple-machines-do-not-mean-less-energy-is-needed,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 07,success-criterion-derived
y9x-076-9i-represent-part-of-a-journey-on-a-distance-time-graph,9I,written-main,True,graph,graph,"Read the axes, quote the trend or values, and describe the graph clearly.","Read the axes and scale first. Use values where useful, then describe or draw the trend/relationship.","Check the x-axis, y-axis and scale. | Use values, gradients or line shape where useful. | Describe the trend or draw/plot the requested relationship.",9I assess-yourself success criterion 08,success-criterion-derived
y9x-077-9i-use-the-formula-for-moment-force-and-perpendicular-distance,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I assess-yourself success criterion 09,success-criterion-derived
y9x-078-9i-explain-the-effect-of-friction-on-force-needed-to-move-a-load,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 10,success-criterion-derived
y9x-079-9i-explain-why-friction-usually-means-more-energy-is-needed-with-a-simple-machine,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 11,success-criterion-derived
y9x-080-9i-explain-how-ramp-angle-affects-friction-and-required-force-using-force-component,9I,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 12,success-criterion-derived
y9x-081-9b-describe-what-gas-exchange-is-and-why-it-needs-to-occur-in-plants,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 48 progress check,progress-check-derived
y9x-082-9b-describe-how-a-leaf-is-adapted-so-palisade-cells-get-the-resources-they-need,9B,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9B Plant Growth PPT slide 48 progress check,progress-check-derived
y9x-083-9b-describe-why-starch-in-chloroplasts-is-broken-down,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 62 progress check,progress-check-derived
y9x-084-9b-suggest-when-starch-is-broken-down-in-chloroplasts-and-explain-why,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 62 progress check,progress-check-derived
y9x-085-9b-explain-why-plants-do-not-grow-well-if-the-soil-lacks-nitrates,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 65 extending,progress-check-derived
y9x-086-9b-put-the-main-stages-of-germination-into-a-logical-order,9B,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9B Plant Growth PPT slide 67,progress-check-derived
y9x-087-9b-list-three-substances-found-in-seeds-and-explain-their-functions,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 67 extending,progress-check-derived
y9x-088-9b-describe-why-plants-are-cross-bred,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 73 objective,progress-check-derived
y9x-089-9b-recall-the-main-mineral-nutrients-plants-need,9B,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Plant Growth PPT slide 73 objective,progress-check-derived
y9x-090-9b-explain-how-food-production-for-humans-can-be-increased,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 73 objective,progress-check-derived
y9x-091-9b-explain-why-phosphates-and-potassium-are-important-nutrients-for-plants,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 73 objective,progress-check-derived
y9x-092-9b-define-biodiversity,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 95,progress-check-derived
y9x-093-9b-describe-how-sampling-can-estimate-biodiversity-in-a-field,9B,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9B Plant Growth PPT slides 97-98,progress-check-derived
y9x-094-9b-explain-why-relying-on-one-crop-variety-can-be-risky,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 99 extending,progress-check-derived
y9x-095-9b-label-the-main-processes-in-the-carbon-cycle,9B,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9B Plant Growth PPT slide 103,progress-check-derived
y9x-096-9b-explain-how-farming-affects-the-carbon-cycle,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 103 extending,progress-check-derived
y9x-097-9b-give-advantages-and-disadvantages-of-clearing-land-for-farming,9B,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Plant Growth PPT slide 105,progress-check-derived
y9x-098-9b-give-advantages-and-disadvantages-of-insecticides-and-herbicides,9B,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Plant Growth PPT slide 105,progress-check-derived
y9x-099-9b-give-advantages-and-disadvantages-of-fertilisers,9B,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Plant Growth PPT slide 105,progress-check-derived
y9x-100-9b-explain-why-changing-from-wheat-to-rapeseed-after-many-years-may-reduce-yield,9B,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 105 extending,progress-check-derived
y9x-101-9j-state-where-electrons-are-found-in-an-atom,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9Jb Static Electricity PPT slide 9 progress check,progress-check-derived
y9x-102-9j-describe-the-dangers-of-static-electricity,9J,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9Jb Static Electricity PPT slide 9 progress check,progress-check-derived
y9x-103-9j-explain-why-only-negative-charges-transfer-onto-an-insulating-material,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9Jb Static Electricity PPT slide 9 progress check,progress-check-derived
y9x-104-9j-explain-why-a-rubbed-polythene-rod-has-an-overall-negative-charge,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9Jb Static Electricity PPT slide 9 progress check,progress-check-derived
y9x-105-9j-describe-how-charged-objects-attract-or-repel-each-other,9J,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9Jb Static Electricity PPT slides 8 and 10,progress-check-derived
y9x-106-9j-describe-a-fair-investigation-of-forces-between-charged-rods,9J,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9Jb Static Electricity PPT slide 12,progress-check-derived
y9x-107-9j-state-three-materials-that-have-high-resistance,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9Jd Resistance PPT slide 9 progress check,progress-check-derived
y9x-108-9j-describe-what-resistance-is,9J,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9Jd Resistance PPT slide 9 progress check,progress-check-derived
y9x-109-9j-describe-how-to-increase-resistance-in-a-circuit,9J,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9Jd Resistance PPT slide 9 progress check,progress-check-derived
y9x-110-9j-state-the-units-for-voltage-current-and-resistance,9J,written-recall,True,state,state,Use one short sentence or a compact list. Include the exact science term.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9Jd Resistance PPT slide 10,progress-check-derived
y9x-111-9j-explain-which-wire-has-higher-resistance-a-long-thin-wire-or-a-short-thick-wire-,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9Jd Resistance PPT slide 8,progress-check-derived
y9x-112-9j-explain-how-a-current-voltage-graph-shows-which-resistor-has-the-higher-resistan,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9Jd Resistance PPT slide 16,progress-check-derived
y9x-113-9j-plan-an-investigation-into-how-wire-thickness-affects-resistance,9J,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9Jd Resistance PPT objective,progress-check-derived
y9x-114-9j-explain-why-copper-is-commonly-used-for-wires-in-circuits,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9Jc Current Electricity PPT slide 3 extending,progress-check-derived
y9x-115-9j-describe-how-current-behaves-in-series-and-parallel-circuits,9J,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9Jc Current Electricity PPT slide 10,progress-check-derived
y9x-116-9j-describe-how-voltage-behaves-in-series-and-parallel-circuits,9J,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9Jc Current Electricity PPT slide 13,progress-check-derived
y9x-117-9j-explain-the-difference-between-an-electromagnet-and-a-bar-magnet,9J,written-main,True,explain,explain,Use point → because → result. Link the cause to the science effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9Je Electromagnets PPT slide 3 extending,progress-check-derived
y9x-118-9j-predict-how-changing-current-magnetic-field-strength-or-current-direction-affect,9J,written-main,True,describe,describe,"Use short linked sentences. Say what happens, what is shown, or what changes.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9Je Electromagnets PPT slide 8,progress-check-derived
y9x-119-9j-gamora-has-mass-54-kg-calculate-her-weight-on-earth-where-g-10-n-kg,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Ja Force Fields PPT slide 17,calculation-practice-derived
y9x-120-9j-gamora-has-mass-54-kg-on-a-planet-where-g-5-n-kg-calculate-her-weight,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Ja Force Fields PPT slide 17,calculation-practice-derived
y9x-121-9j-star-lord-has-mass-96-kg-calculate-his-weight-on-earth-where-g-10-n-kg,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Ja Force Fields PPT slide 18,calculation-practice-derived
y9x-122-9j-star-lord-has-mass-96-kg-on-a-planet-where-g-14-n-kg-calculate-his-weight,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Ja Force Fields PPT slide 18,calculation-practice-derived
y9x-123-9j-drax-weighs-1220-n-on-earth-where-g-10-n-kg-calculate-his-mass,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Ja Force Fields PPT slide 19,calculation-practice-derived
y9x-124-9j-drax-has-mass-122-kg-on-a-planet-where-g-7-5-n-kg-calculate-his-weight,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Ja Force Fields PPT slide 19,calculation-practice-derived
y9x-125-9j-rocket-weighs-470-n-on-earth-where-g-10-n-kg-calculate-his-mass,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Ja Force Fields PPT slide 20,calculation-practice-derived
y9x-126-9j-rocket-has-mass-47-kg-on-a-planet-where-g-22-8-n-kg-calculate-his-weight,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Ja Force Fields PPT slide 20,calculation-practice-derived
y9x-127-9j-mantis-has-mass-56-kg-calculate-her-weight-on-earth-where-g-10-n-kg,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Ja Force Fields PPT slide 21,calculation-practice-derived
y9x-128-9j-mantis-has-mass-56-kg-and-weight-686-n-on-a-planet-calculate-g,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Ja Force Fields PPT slide 21,calculation-practice-derived
