origin,id,source_card_id,unit,domain,exam_pool,exam_command,marks,question,answer_format_hint,answer_format_steps,source
open-answer-card,derived-y9x-024-9b-explain-why-herbicides-or-weedkillers-are-used-on-crop-plants,y9x-024-9b-explain-why-herbicides-or-weedkillers-are-used-on-crop-plants,9B,biology,written-main,explain,3,Explain why herbicides or weedkillers are used on crop plants.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B assess-yourself success criterion 09
open-answer-card,derived-y9x-025-9b-explain-how-fertilisers-help-crop-plants-grow-well,y9x-025-9b-explain-how-fertilisers-help-crop-plants-grow-well,9B,biology,written-main,explain,3,Explain how fertilisers help crop plants grow well.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B assess-yourself success criterion 10
open-answer-card,derived-y9x-026-9b-use-word-equations-for-photosynthesis-and-aerobic-respiration,y9x-026-9b-use-word-equations-for-photosynthesis-and-aerobic-respiration,9B,biology,written-main,state,2,Use word equations for photosynthesis and aerobic respiration.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B assess-yourself success criterion 11
open-answer-card,derived-y9x-027-9b-explain-what-happens-when-plants-lack-water-or-mineral-salts,y9x-027-9b-explain-what-happens-when-plants-lack-water-or-mineral-salts,9B,biology,written-main,explain,3,Explain what happens when plants lack water or mineral salts.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B assess-yourself success criterion 12
open-answer-card,derived-y9x-028-9b-describe-substances-made-in-plants-and-their-uses,y9x-028-9b-describe-substances-made-in-plants-and-their-uses,9B,biology,written-main,describe,2,Describe substances made in plants and their uses.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9B assess-yourself success criterion 13
open-answer-card,derived-y9x-029-9b-explain-that-chlorophyll-traps-energy-transferred-by-light,y9x-029-9b-explain-that-chlorophyll-traps-energy-transferred-by-light,9B,biology,written-main,explain,3,Explain that chlorophyll traps energy transferred by light.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B assess-yourself success criterion 14
open-answer-card,derived-y9x-030-9b-explain-how-farming-can-change-the-carbon-cycle,y9x-030-9b-explain-how-farming-can-change-the-carbon-cycle,9B,biology,written-main,explain,3,Explain how farming can change the carbon cycle.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B assess-yourself success criterion 15
open-answer-card,derived-y9x-031-9b-explain-problems-caused-by-fertilisers-including-effects-on-fish-in-lakes,y9x-031-9b-explain-problems-caused-by-fertilisers-including-effects-on-fish-in-lakes,9B,biology,written-main,explain,3,"Explain problems caused by fertilisers, including effects on fish in lakes.","Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B assess-yourself success criterion 16
open-answer-card,derived-y9x-032-9b-explain-problems-caused-by-pesticides-including-persistent-insecticides,y9x-032-9b-explain-problems-caused-by-pesticides-including-persistent-insecticides,9B,biology,written-main,explain,3,"Explain problems caused by pesticides, including persistent insecticides.","Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B assess-yourself success criterion 17
open-answer-card,derived-y9x-033-9b-describe-how-limiting-factors-stop-photosynthesis-rate-increasing,y9x-033-9b-describe-how-limiting-factors-stop-photosynthesis-rate-increasing,9B,biology,written-main,describe,2,Describe how limiting factors stop photosynthesis rate increasing.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9B assess-yourself success criterion 18
open-answer-card,derived-y9x-034-9e-name-common-conductors-and-insulators,y9x-034-9e-name-common-conductors-and-insulators,9E,chemistry,written-recall,state,1,Name common conductors and insulators.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E assess-yourself success criterion 01
open-answer-card,derived-y9x-035-9e-explain-what-a-landfill-site-is-and-why-it-can-cause-problems,y9x-035-9e-explain-what-a-landfill-site-is-and-why-it-can-cause-problems,9E,chemistry,written-main,explain,3,Explain what a landfill site is and why it can cause problems.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 02
open-answer-card,derived-y9x-036-9e-name-examples-of-ceramic-polymer-and-composite-materials,y9x-036-9e-name-examples-of-ceramic-polymer-and-composite-materials,9E,chemistry,written-recall,state,1,"Name examples of ceramic, polymer and composite materials.","Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E assess-yourself success criterion 03
open-answer-card,derived-y9x-037-9e-name-the-main-source-of-raw-materials-for-making-polymers,y9x-037-9e-name-the-main-source-of-raw-materials-for-making-polymers,9E,chemistry,written-recall,state,1,Name the main source of raw materials for making polymers.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9E assess-yourself success criterion 04
open-answer-card,derived-y9x-038-9e-describe-the-difference-between-biodegradable-and-non-biodegradable-polymers,y9x-038-9e-describe-the-difference-between-biodegradable-and-non-biodegradable-polymers,9E,chemistry,written-main,describe,2,Describe the difference between biodegradable and non-biodegradable polymers.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E assess-yourself success criterion 05
open-answer-card,derived-y9x-039-9e-describe-pollution-problems-caused-by-burning-fossil-fuels,y9x-039-9e-describe-pollution-problems-caused-by-burning-fossil-fuels,9E,chemistry,written-main,describe,2,Describe pollution problems caused by burning fossil fuels.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E assess-yourself success criterion 06
open-answer-card,derived-y9x-040-9e-describe-what-a-composite-material-is,y9x-040-9e-describe-what-a-composite-material-is,9E,chemistry,written-main,describe,2,Describe what a composite material is.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E assess-yourself success criterion 07
open-answer-card,derived-y9x-041-9e-describe-problems-caused-by-disposal-of-artificial-polymers,y9x-041-9e-describe-problems-caused-by-disposal-of-artificial-polymers,9E,chemistry,written-main,describe,2,Describe problems caused by disposal of artificial polymers.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E assess-yourself success criterion 08
open-answer-card,derived-y9x-042-9e-explain-the-causes-and-problems-of-acid-rain-and-the-greenhouse-effect,y9x-042-9e-explain-the-causes-and-problems-of-acid-rain-and-the-greenhouse-effect,9E,chemistry,written-main,explain,3,Explain the causes and problems of acid rain and the greenhouse effect.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 09
open-answer-card,derived-y9x-043-9e-link-uses-of-ceramics-polymers-and-composites-to-their-properties,y9x-043-9e-link-uses-of-ceramics-polymers-and-composites-to-their-properties,9E,chemistry,written-main,describe,3,"Link uses of ceramics, polymers and composites to their properties.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E assess-yourself success criterion 10
open-answer-card,derived-y9x-044-9e-describe-how-polymers-are-formed-from-monomers,y9x-044-9e-describe-how-polymers-are-formed-from-monomers,9E,chemistry,written-main,describe,2,Describe how polymers are formed from monomers.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9E assess-yourself success criterion 11
open-answer-card,derived-y9x-045-9e-identify-thermal-decomposition-reactions,y9x-045-9e-identify-thermal-decomposition-reactions,9E,chemistry,written-main,identify,1,Identify thermal decomposition reactions.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9E assess-yourself success criterion 12
open-answer-card,derived-y9x-046-9e-explain-advantages-of-recycling-with-specific-examples,y9x-046-9e-explain-advantages-of-recycling-with-specific-examples,9E,chemistry,written-main,explain,3,Explain advantages of recycling with specific examples.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 13
open-answer-card,derived-y9x-047-9e-justify-using-a-ceramic-polymer-or-composite-for-a-particular-use,y9x-047-9e-justify-using-a-ceramic-polymer-or-composite-for-a-particular-use,9E,chemistry,written-main,explain,2,"Justify using a ceramic, polymer or composite for a particular use.","Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 14
open-answer-card,derived-y9x-048-9e-explain-how-crystal-size-depends-on-cooling-speed,y9x-048-9e-explain-how-crystal-size-depends-on-cooling-speed,9E,chemistry,written-main,explain,3,Explain how crystal size depends on cooling speed.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 15
open-answer-card,derived-y9x-049-9e-explain-how-properties-of-a-material-depend-on-bonding-and-structure,y9x-049-9e-explain-how-properties-of-a-material-depend-on-bonding-and-structure,9E,chemistry,written-main,explain,3,Explain how properties of a material depend on bonding and structure.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 16
open-answer-card,derived-y9x-050-9e-classify-exothermic-and-endothermic-reactions-by-temperature-change-and-energy-t,y9x-050-9e-classify-exothermic-and-endothermic-reactions-by-temperature-change-and-energy-t,9E,chemistry,written-main,identify,2,Classify exothermic and endothermic reactions by temperature change and energy transfer.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9E assess-yourself success criterion 17
open-answer-card,derived-y9x-051-9e-explain-biomagnification-of-toxins-through-food-chains,y9x-051-9e-explain-biomagnification-of-toxins-through-food-chains,9E,chemistry,written-main,explain,3,Explain biomagnification of toxins through food chains.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 18
open-answer-card,derived-y9x-052-9e-suggest-ways-to-reduce-global-warming-and-acid-rain-impacts,y9x-052-9e-suggest-ways-to-reduce-global-warming-and-acid-rain-impacts,9E,chemistry,written-main,explain,3,Suggest ways to reduce global warming and acid rain impacts.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9E assess-yourself success criterion 19
open-answer-card,derived-y9x-053-9f-describe-what-causes-rusting,y9x-053-9f-describe-what-causes-rusting,9F,chemistry,written-main,describe,2,Describe what causes rusting.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 01
open-answer-card,derived-y9x-054-9f-describe-one-simple-method-of-preventing-rusting,y9x-054-9f-describe-one-simple-method-of-preventing-rusting,9F,chemistry,written-main,describe,2,Describe one simple method of preventing rusting.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 02
open-answer-card,derived-y9x-055-9f-explain-why-rusting-is-a-problem,y9x-055-9f-explain-why-rusting-is-a-problem,9F,chemistry,written-main,explain,3,Explain why rusting is a problem.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 03
open-answer-card,derived-y9x-056-9f-use-scientific-words-to-explain-how-iron-rusts,y9x-056-9f-use-scientific-words-to-explain-how-iron-rusts,9F,chemistry,written-main,explain,3,Use scientific words to explain how iron rusts.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 04
open-answer-card,derived-y9x-057-9f-explain-why-iron-or-steel-is-used-for-a-purpose-because-of-its-properties,y9x-057-9f-explain-why-iron-or-steel-is-used-for-a-purpose-because-of-its-properties,9F,chemistry,written-main,explain,3,Explain why iron or steel is used for a purpose because of its properties.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 05
open-answer-card,derived-y9x-058-9f-describe-how-iron-ore-is-obtained-from-mining,y9x-058-9f-describe-how-iron-ore-is-obtained-from-mining,9F,chemistry,written-main,describe,2,Describe how iron ore is obtained from mining.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 06
open-answer-card,derived-y9x-059-9f-use-word-equations-to-describe-reactions,y9x-059-9f-use-word-equations-to-describe-reactions,9F,chemistry,written-main,describe,2,Use word equations to describe reactions.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 07
open-answer-card,derived-y9x-060-9f-describe-the-reactivity-series-and-the-position-of-iron,y9x-060-9f-describe-the-reactivity-series-and-the-position-of-iron,9F,chemistry,written-main,describe,2,Describe the reactivity series and the position of iron.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 08
open-answer-card,derived-y9x-061-9f-explain-how-metal-reactivity-determines-extraction-method,y9x-061-9f-explain-how-metal-reactivity-determines-extraction-method,9F,chemistry,written-main,explain,3,Explain how metal reactivity determines extraction method.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 09
open-answer-card,derived-y9x-062-9f-explain-why-energy-needs-and-cost-matter-when-selecting-extraction-methods,y9x-062-9f-explain-why-energy-needs-and-cost-matter-when-selecting-extraction-methods,9F,chemistry,written-main,explain,3,Explain why energy needs and cost matter when selecting extraction methods.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 10
open-answer-card,derived-y9x-063-9f-describe-sacrificial-protection-for-preventing-rusting,y9x-063-9f-describe-sacrificial-protection-for-preventing-rusting,9F,chemistry,written-main,describe,2,Describe sacrificial protection for preventing rusting.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 11
open-answer-card,derived-y9x-064-9f-explain-how-sacrificial-protection-prevents-rusting-and-link-this-to-the-reactiv,y9x-064-9f-explain-how-sacrificial-protection-prevents-rusting-and-link-this-to-the-reactiv,9F,chemistry,written-main,explain,3,Explain how sacrificial protection prevents rusting and link this to the reactivity series.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 12
open-answer-card,derived-y9x-065-9f-explain-why-certain-metals-are-used-for-sacrificial-protection,y9x-065-9f-explain-why-certain-metals-are-used-for-sacrificial-protection,9F,chemistry,written-main,explain,3,Explain why certain metals are used for sacrificial protection.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 13
open-answer-card,derived-y9x-066-9f-explain-other-reactions-taking-place-in-a-blast-furnace,y9x-066-9f-explain-other-reactions-taking-place-in-a-blast-furnace,9F,chemistry,written-main,explain,3,Explain other reactions taking place in a blast furnace.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 14
open-answer-card,derived-y9x-067-9f-use-balanced-equations-to-represent-reactions,y9x-067-9f-use-balanced-equations-to-represent-reactions,9F,chemistry,written-main,explain,2,Use balanced equations to represent reactions.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9F assess-yourself success criterion 15
open-answer-card,derived-y9x-068-9f-describe-the-formation-of-stainless-steel,y9x-068-9f-describe-the-formation-of-stainless-steel,9F,chemistry,written-main,describe,2,Describe the formation of stainless steel.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9F assess-yourself success criterion 16
open-answer-card,derived-y9x-069-9i-recall-units-for-speed-and-explain-what-speed-means,y9x-069-9i-recall-units-for-speed-and-explain-what-speed-means,9I,physics,written-main,explain,3,Recall units for speed and explain what speed means.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 01
open-answer-card,derived-y9x-070-9i-explain-how-distance-and-time-affect-speed,y9x-070-9i-explain-how-distance-and-time-affect-speed,9I,physics,written-main,explain,3,Explain how distance and time affect speed.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 02
open-answer-card,derived-y9x-071-9i-use-the-formula-relating-speed-distance-and-time,y9x-071-9i-use-the-formula-relating-speed-distance-and-time,9I,physics,written-main,calculate,2,"Use the formula relating speed, distance and time.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I assess-yourself success criterion 03
open-answer-card,derived-y9x-072-9i-describe-levers-ramps-and-pulleys-and-how-they-help-move-loads,y9x-072-9i-describe-levers-ramps-and-pulleys-and-how-they-help-move-loads,9I,physics,written-main,describe,2,"Describe levers, ramps and pulleys and how they help move loads.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9I assess-yourself success criterion 04
open-answer-card,derived-y9x-073-9i-explain-how-levers-ramps-or-pulleys-could-raise-or-lift-stones,y9x-073-9i-explain-how-levers-ramps-or-pulleys-could-raise-or-lift-stones,9I,physics,written-main,explain,3,"Explain how levers, ramps or pulleys could raise or lift stones.","Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 05
open-answer-card,derived-y9x-074-9i-state-what-a-moment-is-and-when-something-balances,y9x-074-9i-state-what-a-moment-is-and-when-something-balances,9I,physics,written-recall,state,1,State what a moment is and when something balances.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9I assess-yourself success criterion 06
open-answer-card,derived-y9x-075-9i-explain-why-simple-machines-do-not-mean-less-energy-is-needed,y9x-075-9i-explain-why-simple-machines-do-not-mean-less-energy-is-needed,9I,physics,written-main,explain,3,Explain why simple machines do not mean less energy is needed.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 07
open-answer-card,derived-y9x-076-9i-represent-part-of-a-journey-on-a-distance-time-graph,y9x-076-9i-represent-part-of-a-journey-on-a-distance-time-graph,9I,physics,written-main,graph,3,Represent part of a journey on a distance-time graph.,"Read the axes and scale first. Use values where useful, then describe or draw the trend/relationship.","Check the x-axis, y-axis and scale. | Use values, gradients or line shape where useful. | Describe the trend or draw/plot the requested relationship.",9I assess-yourself success criterion 08
open-answer-card,derived-y9x-077-9i-use-the-formula-for-moment-force-and-perpendicular-distance,y9x-077-9i-use-the-formula-for-moment-force-and-perpendicular-distance,9I,physics,written-main,calculate,2,"Use the formula for moment, force and perpendicular distance.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I assess-yourself success criterion 09
open-answer-card,derived-y9x-078-9i-explain-the-effect-of-friction-on-force-needed-to-move-a-load,y9x-078-9i-explain-the-effect-of-friction-on-force-needed-to-move-a-load,9I,physics,written-main,explain,3,Explain the effect of friction on force needed to move a load.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 10
open-answer-card,derived-y9x-079-9i-explain-why-friction-usually-means-more-energy-is-needed-with-a-simple-machine,y9x-079-9i-explain-why-friction-usually-means-more-energy-is-needed-with-a-simple-machine,9I,physics,written-main,explain,3,Explain why friction usually means more energy is needed with a simple machine.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 11
open-answer-card,derived-y9x-080-9i-explain-how-ramp-angle-affects-friction-and-required-force-using-force-component,y9x-080-9i-explain-how-ramp-angle-affects-friction-and-required-force-using-force-component,9I,physics,written-main,explain,3,Explain how ramp angle affects friction and required force using force components.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9I assess-yourself success criterion 12
open-answer-card,derived-y9x-081-9b-describe-what-gas-exchange-is-and-why-it-needs-to-occur-in-plants,y9x-081-9b-describe-what-gas-exchange-is-and-why-it-needs-to-occur-in-plants,9B,biology,written-main,explain,3,Describe what gas exchange is and why it needs to occur in plants.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 48 progress check
open-answer-card,derived-y9x-082-9b-describe-how-a-leaf-is-adapted-so-palisade-cells-get-the-resources-they-need,y9x-082-9b-describe-how-a-leaf-is-adapted-so-palisade-cells-get-the-resources-they-need,9B,biology,written-main,describe,2,Describe how a leaf is adapted so palisade cells get the resources they need.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9B Plant Growth PPT slide 48 progress check
open-answer-card,derived-y9x-083-9b-describe-why-starch-in-chloroplasts-is-broken-down,y9x-083-9b-describe-why-starch-in-chloroplasts-is-broken-down,9B,biology,written-main,explain,3,Describe why starch in chloroplasts is broken down.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 62 progress check
open-answer-card,derived-y9x-084-9b-suggest-when-starch-is-broken-down-in-chloroplasts-and-explain-why,y9x-084-9b-suggest-when-starch-is-broken-down-in-chloroplasts-and-explain-why,9B,biology,written-main,explain,3,Suggest when starch is broken down in chloroplasts and explain why.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 62 progress check
open-answer-card,derived-y9x-085-9b-explain-why-plants-do-not-grow-well-if-the-soil-lacks-nitrates,y9x-085-9b-explain-why-plants-do-not-grow-well-if-the-soil-lacks-nitrates,9B,biology,written-main,explain,3,Explain why plants do not grow well if the soil lacks nitrates.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 65 extending
open-answer-card,derived-y9x-086-9b-put-the-main-stages-of-germination-into-a-logical-order,y9x-086-9b-put-the-main-stages-of-germination-into-a-logical-order,9B,biology,written-main,describe,3,Put the main stages of germination into a logical order.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9B Plant Growth PPT slide 67
open-answer-card,derived-y9x-087-9b-list-three-substances-found-in-seeds-and-explain-their-functions,y9x-087-9b-list-three-substances-found-in-seeds-and-explain-their-functions,9B,biology,written-main,explain,3,List three substances found in seeds and explain their functions.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 67 extending
open-answer-card,derived-y9x-088-9b-describe-why-plants-are-cross-bred,y9x-088-9b-describe-why-plants-are-cross-bred,9B,biology,written-main,explain,3,Describe why plants are cross-bred.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 73 objective
open-answer-card,derived-y9x-089-9b-recall-the-main-mineral-nutrients-plants-need,y9x-089-9b-recall-the-main-mineral-nutrients-plants-need,9B,biology,written-recall,state,1,Recall the main mineral nutrients plants need.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B Plant Growth PPT slide 73 objective
open-answer-card,derived-y9x-090-9b-explain-how-food-production-for-humans-can-be-increased,y9x-090-9b-explain-how-food-production-for-humans-can-be-increased,9B,biology,written-main,explain,3,Explain how food production for humans can be increased.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 73 objective
open-answer-card,derived-y9x-091-9b-explain-why-phosphates-and-potassium-are-important-nutrients-for-plants,y9x-091-9b-explain-why-phosphates-and-potassium-are-important-nutrients-for-plants,9B,biology,written-main,explain,3,Explain why phosphates and potassium are important nutrients for plants.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 73 objective
open-answer-card,derived-y9x-092-9b-define-biodiversity,y9x-092-9b-define-biodiversity,9B,biology,written-main,explain,2,A pesticide reduces the number of insect species living in a field. What has happened to biodiversity in that area?,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B Plant Growth PPT slide 95
open-answer-card,derived-y9x-093-9b-describe-how-sampling-can-estimate-biodiversity-in-a-field,y9x-093-9b-describe-how-sampling-can-estimate-biodiversity-in-a-field,9B,biology,written-main,describe,2,Describe how sampling can estimate biodiversity in a field.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9B Plant Growth PPT slides 97-98
