decision,reason_code,reason,id,unit,learningObjective,examCommand,examPool,examMarks,sourceFidelity,quality_score,question,answer,retained_anchor_id,retained_anchor_question
retire_from_written_exam,micro_prompt_overlap,Very short/micro-prompt; useful for study but lower value in the written-exam selector.,y9r-071-9j-how-do-we-measure-voltage,9J,9J-circuits,explain,written-main,3,exact-source-answer,76,How do we measure voltage?,We measure the voltage using a voltmeter connected in parallel across a cell or component.,y9r-070-9j-how-do-we-measure-current,How do we measure current?
retire_from_written_exam,low_value_recall_overlap,Recall-only fact card; the same learning objective and command type remain covered by stronger retained prompts.,y9r-083-9j-what-does-an-electric-motor-consist-of,9J,9J-electromagnets,state,written-recall,1,exact-source-answer,39,What does an electric motor consist of?,An electric motor consists of a coil of wire in a magnetic field.,y9r-080-9j-when-is-an-electromagnet-magnetic,When is an electromagnet magnetic?
retire_from_written_exam,low_value_recall_overlap,Recall-only fact card; the same learning objective and command type remain covered by stronger retained prompts.,y9r-079-9j-what-is-an-electromagnet,9J,9J-electromagnets,state,written-recall,1,exact-source-answer,39,What is an electromagnet?,An electromagnet is a coil of wire with an electric current flowing through it.,y9r-080-9j-when-is-an-electromagnet-magnetic,When is an electromagnet magnetic?
retire_from_written_exam,low_value_recall_overlap,Recall-only fact card; the same learning objective and command type remain covered by stronger retained prompts.,y9r-082-9j-what-is-the-motor-effect,9J,9J-electromagnets,state,written-recall,1,exact-source-answer,39,What is the motor effect?,"If a wire carrying a current crosses a magnetic field, the wire will experience a force. This is the motor effect.",y9r-080-9j-when-is-an-electromagnet-magnetic,When is an electromagnet magnetic?
retire_from_written_exam,micro_prompt_overlap,Very short/micro-prompt; useful for study but lower value in the written-exam selector.,y9-264-9j-explain-how-a-relay-works,9J,9J-electromagnets,explain,written-main,3,progress-check-derived,73,Explain how a relay works.,"A small current switches on an electromagnet. The electromagnet pulls contacts together to switch on a separate circuit, often with a larger current.",y9x-158-9j-use-the-relay-diagram-explain-why-a-relay-is-useful,Use the relay diagram. Explain why a relay is useful in an electrical system.
retire_from_written_exam,objective_pool_trim,Overlaps with stronger retained prompts in the same learning objective and command type.,y9-262-9j-describe-what-an-electromagnet-is-and-how-its-magnetic-field-is-shaped,9J,9J-electromagnets,describe,written-main,2,progress-check-derived,73,Describe what an electromagnet is and how its magnetic field is shaped.,"An electromagnet is a coil of wire with current flowing. Its field is like a bar magnet, with north and south poles.",y9x-118-9j-predict-how-changing-current-magnetic-field-strength-or-current-direction-affect,"Predict how changing current, magnetic field strength or current direction affects a motor."
retire_from_written_exam,low_value_recall_overlap,Recall-only fact card; the same learning objective and command type remain covered by stronger retained prompts.,y9r-066-9j-what-is-the-earths-gravitational-field-strength-according-to-the-revision-s,9J,9J-fields,state,written-recall,1,exact-source-answer,39,"What is the Earth’s gravitational field strength, according to the revision sheet?",The Earth’s gravitational field strength (g) is 10 N/kg.,y9r-065-9j-what-is-a-force-field,What is a force field?
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9x-123-9j-drax-weighs-1220-n-on-earth-where-g-10-n-kg-calculate-his-mass,9J,9J-fields,calculate,written-main,2,calculation-practice-derived,69,Drax weighs 1220 N on Earth where g = 10 N/kg. Calculate his mass.,122 kg,y9r-067-9j-what-formula-is-used-to-calculate-weight,What formula is used to calculate weight?
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9x-120-9j-gamora-has-mass-54-kg-on-a-planet-where-g-5-n-kg-calculate-her-weight,9J,9J-fields,calculate,written-main,2,calculation-practice-derived,69,Gamora has mass 54 kg on a planet where g = 5 N/kg. Calculate her weight.,270 N,y9r-067-9j-what-formula-is-used-to-calculate-weight,What formula is used to calculate weight?
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9x-119-9j-gamora-has-mass-54-kg-calculate-her-weight-on-earth-where-g-10-n-kg,9J,9J-fields,calculate,written-main,2,calculation-practice-derived,69,"Gamora has mass 54 kg. Calculate her weight on Earth, where g = 10 N/kg.",540 N,y9r-067-9j-what-formula-is-used-to-calculate-weight,What formula is used to calculate weight?
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9x-130-9j-groot-has-mass-34-kg-and-weight-724-2-n-on-a-planet-calculate-g,9J,9J-fields,calculate,written-main,2,calculation-practice-derived,72,Groot has mass 34 kg and weight 724.2 N on a planet. Calculate g.,21.3 N/kg,y9r-067-9j-what-formula-is-used-to-calculate-weight,What formula is used to calculate weight?
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9x-127-9j-mantis-has-mass-56-kg-calculate-her-weight-on-earth-where-g-10-n-kg,9J,9J-fields,calculate,written-main,2,calculation-practice-derived,69,Mantis has mass 56 kg. Calculate her weight on Earth where g = 10 N/kg.,560 N,y9r-067-9j-what-formula-is-used-to-calculate-weight,What formula is used to calculate weight?
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9x-125-9j-rocket-weighs-470-n-on-earth-where-g-10-n-kg-calculate-his-mass,9J,9J-fields,calculate,written-main,2,calculation-practice-derived,69,Rocket weighs 470 N on Earth where g = 10 N/kg. Calculate his mass.,47 kg,y9r-067-9j-what-formula-is-used-to-calculate-weight,What formula is used to calculate weight?
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9x-121-9j-star-lord-has-mass-96-kg-calculate-his-weight-on-earth-where-g-10-n-kg,9J,9J-fields,calculate,written-main,2,calculation-practice-derived,69,"Star Lord has mass 96 kg. Calculate his weight on Earth, where g = 10 N/kg.",960 N,y9r-067-9j-what-formula-is-used-to-calculate-weight,What formula is used to calculate weight?
retire_from_written_exam,duplicate_or_near_duplicate,Duplicate or near-duplicate prompt; stronger equivalent retained.,y9x-133-9j-calculate-resistance-voltage-9-v-current-0-3-a,9J,9J-resistance,calculate,written-main,2,calculation-practice-derived,69,"Calculate resistance: voltage = 9 V, current = 0.3 A.",30 Ω,y9r6-004-9j-current-voltage-resistance-calculate,Use the current-voltage graph. Calculate the resistance of line B at 6 V.
retire_from_written_exam,low_value_recall_overlap,Recall-only fact card; the same learning objective and command type remain covered by stronger retained prompts.,y9x-110-9j-state-the-units-for-voltage-current-and-resistance,9J,9J-resistance,state,written-recall,1,progress-check-derived,37,"State the units for voltage / potential difference, current and resistance.","Voltage / potential difference is measured in volts (V), current in amperes/amps (A), and resistance in ohms (Ω).",y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,What is the formula for calculating resistance from voltage and current?
retire_from_written_exam,low_value_recall_overlap,Recall-only fact card; the same learning objective and command type remain covered by stronger retained prompts.,y9x-107-9j-state-three-materials-that-have-high-resistance,9J,9J-resistance,state,written-recall,1,progress-check-derived,37,State three materials that have high resistance.,"Insulators such as plastic, rubber, glass or ceramic have high resistance.",y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,What is the formula for calculating resistance from voltage and current?
retire_from_written_exam,low_value_recall_overlap,Recall-only fact card; the same learning objective and command type remain covered by stronger retained prompts.,y9r-072-9j-what-is-resistance,9J,9J-resistance,state,written-recall,1,exact-source-answer,31,What is resistance?,The resistance of a component is a way of saying how easy or difficult it is for an electric current to flow through it.,y9r-078-9j-what-is-the-formula-for-calculating-resistance-from-voltage-and-current,What is the formula for calculating resistance from voltage and current?
retire_from_written_exam,micro_prompt_overlap,Very short/micro-prompt; useful for study but lower value in the written-exam selector.,y9x-108-9j-describe-what-resistance-is,9J,9J-resistance,describe,written-main,2,progress-check-derived,65,Describe what resistance is.,Resistance is how difficult it is for current to flow through a component or material.,y9x-113-9j-plan-an-investigation-into-how-wire-thickness-affects-resistance,Plan an investigation into how wire thickness affects resistance.
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9-270-9j-a-component-has-voltage-10-v-and-current-0-5-a-calculate-resistance,9J,9J-resistance,calculate,written-main,2,calculation-practice-derived,69,A component has voltage 10 V and current 0.5 A. Calculate resistance.,20 Ω,y9r6-004-9j-current-voltage-resistance-calculate,Use the current-voltage graph. Calculate the resistance of line B at 6 V.
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9-271-9j-a-resistor-has-voltage-6-v-and-current-0-2-a-calculate-resistance,9J,9J-resistance,calculate,written-main,2,calculation-practice-derived,69,A resistor has voltage 6 V and current 0.2 A. Calculate resistance.,30 Ω,y9r6-004-9j-current-voltage-resistance-calculate,Use the current-voltage graph. Calculate the resistance of line B at 6 V.
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9x-135-9j-calculate-current-voltage-6-v-resistance-30,9J,9J-resistance,calculate,written-main,2,calculation-practice-derived,72,"Calculate current: voltage = 6 V, resistance = 30 Ω.",0.2 A,y9r6-004-9j-current-voltage-resistance-calculate,Use the current-voltage graph. Calculate the resistance of line B at 6 V.
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9x-132-9j-calculate-resistance-voltage-12-v-current-2-a,9J,9J-resistance,calculate,written-main,2,calculation-practice-derived,69,"Calculate resistance: voltage = 12 V, current = 2 A.",6 Ω,y9r6-004-9j-current-voltage-resistance-calculate,Use the current-voltage graph. Calculate the resistance of line B at 6 V.
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9x-134-9j-calculate-resistance-voltage-8-v-current-0-02-a,9J,9J-resistance,calculate,written-main,2,calculation-practice-derived,72,"Calculate resistance: voltage = 8 V, current = 0.02 A.",400 Ω,y9r6-004-9j-current-voltage-resistance-calculate,Use the current-voltage graph. Calculate the resistance of line B at 6 V.
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9x-137-9j-calculate-voltage-current-0-02-a-resistance-5200,9J,9J-resistance,calculate,written-main,2,calculation-practice-derived,72,"Calculate voltage: current = 0.02 A, resistance = 5200 Ω.",104 V,y9r6-004-9j-current-voltage-resistance-calculate,Use the current-voltage graph. Calculate the resistance of line B at 6 V.
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9x-136-9j-calculate-voltage-current-0-5-a-resistance-20,9J,9J-resistance,calculate,written-main,2,calculation-practice-derived,69,"Calculate voltage: current = 0.5 A, resistance = 20 Ω.",10 V,y9r6-004-9j-current-voltage-resistance-calculate,Use the current-voltage graph. Calculate the resistance of line B at 6 V.
retire_from_written_exam,low_value_recall_overlap,Recall-only fact card; the same learning objective and command type remain covered by stronger retained prompts.,y9p-021-9j-what-is-a-decimal-place,9J,9J-rounding-numbers,state,written-recall,1,exact-source-answer,31,What is a decimal place?,The position of a digit to the right of the decimal point in a number.,y9p-023-9j-what-is-the-first-significant-figure-in-a-number,What is the first significant figure in a number?
retire_from_written_exam,low_value_recall_overlap,Recall-only fact card; the same learning objective and command type remain covered by stronger retained prompts.,y9p-031-9j-what-is-the-difference-between-decimal-places-and-significant-figures,9J,9J-rounding-numbers,state,written-recall,1,source-traceable-synthesis,36,What is the difference between decimal places and significant figures?,Decimal places count digits after the decimal point; significant figures start from the digit with the highest place value.,y9p-023-9j-what-is-the-first-significant-figure-in-a-number,What is the first significant figure in a number?
retire_from_written_exam,low_value_recall_overlap,Recall-only fact card; the same learning objective and command type remain covered by stronger retained prompts.,y9p-024-9j-what-is-the-second-significant-figure-in-a-number,9J,9J-rounding-numbers,state,written-recall,1,exact-source-answer,39,What is the second significant figure in a number?,The digit with the second highest place value.,y9p-023-9j-what-is-the-first-significant-figure-in-a-number,What is the first significant figure in a number?
retire_from_written_exam,surplus_calculation_variant,Extra calculation variant; formula coverage and calculation practice remain represented by retained prompts.,y9qb-006-9j-significant-figures-application,9J,9J-rounding-numbers,calculate,written-recall,1,source-traceable-synthesis,46,A calculated value is 0.0632 A. Write it to one significant figure and to two significant figures.,To one significant figure it is 0.06 A. To two significant figures it is 0.063 A.,y9p-030-9j-round-0-0632-to-two-significant-figures,Round 0.0632 to two significant figures.
retire_from_written_exam,micro_prompt_overlap,Very short/micro-prompt; useful for study but lower value in the written-exam selector.,y9x-102-9j-describe-the-dangers-of-static-electricity,9J,9J-static,describe,written-main,2,progress-check-derived,73,Describe the dangers of static electricity.,"Static sparks can ignite flammable vapours or dust, damage electronic components and give small electric shocks.",y9-265-9j-describe-the-difference-between-current-and-voltage,Describe the difference between current and voltage / potential difference.
retire_from_written_exam,objective_pool_trim,Overlaps with stronger retained prompts in the same learning objective and command type.,y9x-106-9j-describe-a-fair-investigation-of-forces-between-charged-rods,9J,9J-static,describe,written-main,2,progress-check-derived,76,Describe a fair investigation of forces between charged rods.,"Rub rods in the same way, suspend one rod, bring another charged rod near without touching, record attraction/repulsion, and repeat with different rod combinations.",y9-265-9j-describe-the-difference-between-current-and-voltage,Describe the difference between current and voltage / potential difference.
