id,unit,domain,type,examCommand,examMarks,examPool,question,answer,source,sourceFidelity,mediaCount
y9x-054-9f-describe-one-simple-method-of-preventing-rusting,9F,chemistry,Assess check,describe,2,written-main,Describe one simple method of preventing rusting.,"Painting, oiling, greasing or coating with plastic prevents water and oxygen from reaching the iron.",9F assess-yourself success criterion 02,success-criterion-derived,1
y9x-055-9f-explain-why-rusting-is-a-problem,9F,chemistry,Assess check,explain,3,written-main,Explain why rusting is a problem.,"Rusting weakens iron and steel, damages structures, makes objects unsafe and creates repair or replacement costs.",9F assess-yourself success criterion 03,success-criterion-derived,1
y9x-056-9f-use-scientific-words-to-explain-how-iron-rusts,9F,chemistry,Assess check,explain,3,written-main,Use scientific words to explain how iron rusts.,"Iron atoms react with oxygen and water in an oxidation process to form hydrated iron oxide, which flakes away as rust.",9F assess-yourself success criterion 04,success-criterion-derived,1
y9x-057-9f-explain-why-iron-or-steel-is-used-for-a-purpose-because-of-its-properties,9F,chemistry,Assess check,explain,3,written-main,Explain why iron or steel is used for a purpose because of its properties.,"Iron and steel are strong, tough and relatively cheap, so they are useful for buildings, bridges, vehicles and machinery.",9F assess-yourself success criterion 05,success-criterion-derived,0
y9x-058-9f-describe-how-iron-ore-is-obtained-from-mining,9F,chemistry,Assess check,describe,2,written-main,Describe how iron ore is obtained from mining.,"Iron ore is removed from the ground by mining, crushed and processed before being transported for extraction in a blast furnace.",9F assess-yourself success criterion 06,success-criterion-derived,0
y9x-059-9f-use-word-equations-to-describe-reactions,9F,chemistry,Assess check,describe,2,written-main,Use word equations to describe reactions.,Example: iron oxide + carbon monoxide → iron + carbon dioxide. Word equations show reactants changing into products.,9F assess-yourself success criterion 07,success-criterion-derived,0
y9x-060-9f-describe-the-reactivity-series-and-the-position-of-iron,9F,chemistry,Assess check,describe,2,written-main,Describe the reactivity series and the position of iron.,"The reactivity series ranks metals by reactivity. Iron is less reactive than carbon, so carbon can reduce iron oxide.",9F assess-yourself success criterion 08,success-criterion-derived,0
y9x-061-9f-explain-how-metal-reactivity-determines-extraction-method,9F,chemistry,Assess check,explain,3,written-main,Explain how metal reactivity determines extraction method.,Metals less reactive than carbon can be extracted by carbon reduction; metals more reactive than carbon usually need electrolysis.,9F assess-yourself success criterion 09,success-criterion-derived,1
y9x-062-9f-explain-why-energy-needs-and-cost-matter-when-selecting-extraction-methods,9F,chemistry,Assess check,explain,3,written-main,Explain why energy needs and cost matter when selecting extraction methods.,"Extraction methods use different amounts of energy and equipment; electrolysis is expensive, so cost and energy demand affect industrial choices.",9F assess-yourself success criterion 10,success-criterion-derived,0
y9x-063-9f-describe-sacrificial-protection-for-preventing-rusting,9F,chemistry,Assess check,describe,2,written-main,Describe sacrificial protection for preventing rusting.,Sacrificial protection attaches a more reactive metal such as zinc or magnesium to iron so the other metal corrodes first.,9F assess-yourself success criterion 11,success-criterion-derived,1
y9x-064-9f-explain-how-sacrificial-protection-prevents-rusting-and-link-this-to-the-reactiv,9F,chemistry,Assess check,explain,3,written-main,Explain how sacrificial protection prevents rusting and link this to the reactivity series.,"A more reactive metal loses electrons more readily and corrodes instead of iron, protecting the iron because it is lower in the reactivity series.",9F assess-yourself success criterion 12,success-criterion-derived,1
y9x-065-9f-explain-why-certain-metals-are-used-for-sacrificial-protection,9F,chemistry,Assess check,explain,3,written-main,Explain why certain metals are used for sacrificial protection.,"Metals above iron in the reactivity series, such as zinc or magnesium, are used because they react more readily than iron.",9F assess-yourself success criterion 13,success-criterion-derived,1
y9x-066-9f-explain-other-reactions-taking-place-in-a-blast-furnace,9F,chemistry,Assess check,explain,3,written-main,Explain other reactions taking place in a blast furnace.,"Carbon burns to carbon dioxide, carbon dioxide reacts with carbon to form carbon monoxide, and limestone decomposes then removes impurities as slag.",9F assess-yourself success criterion 14,success-criterion-derived,0
y9x-067-9f-use-balanced-equations-to-represent-reactions,9F,chemistry,Assess check,explain,2,written-main,Use balanced equations to represent reactions.,"Balanced equations have the same number of each type of atom on both sides, for example Fe2O3 + 3CO → 2Fe + 3CO2.",9F assess-yourself success criterion 15,success-criterion-derived,0
y9x-068-9f-describe-the-formation-of-stainless-steel,9F,chemistry,Assess check,describe,2,written-main,Describe the formation of stainless steel.,Stainless steel is made by mixing iron with chromium and often nickel; chromium forms a protective oxide layer that resists corrosion.,9F assess-yourself success criterion 16,success-criterion-derived,0
y9x-069-9i-recall-units-for-speed-and-explain-what-speed-means,9I,physics,Assess check,explain,3,written-main,Recall units for speed and explain what speed means.,Speed is distance travelled per unit time. Common units include m/s and km/h.,9I assess-yourself success criterion 01,success-criterion-derived,0
y9x-070-9i-explain-how-distance-and-time-affect-speed,9I,physics,Assess check,explain,3,written-main,Explain how distance and time affect speed.,"For the same time, more distance means higher speed. For the same distance, more time means lower speed.",9I assess-yourself success criterion 02,success-criterion-derived,0
y9x-071-9i-use-the-formula-relating-speed-distance-and-time,9I,physics,Assess check,calculate,2,written-main,"Use the formula relating speed, distance and time.",Speed = distance ÷ time. Rearranged: distance = speed × time; time = distance ÷ speed.,9I assess-yourself success criterion 03,success-criterion-derived,0
y9x-072-9i-describe-levers-ramps-and-pulleys-and-how-they-help-move-loads,9I,physics,Assess check,describe,2,written-main,"Describe levers, ramps and pulleys and how they help move loads.","Levers turn about pivots, ramps spread lifting over a longer distance, and pulleys change direction or reduce force using multiple rope sections.",9I assess-yourself success criterion 04,success-criterion-derived,0
y9x-073-9i-explain-how-levers-ramps-or-pulleys-could-raise-or-lift-stones,9I,physics,Assess check,explain,3,written-main,"Explain how levers, ramps or pulleys could raise or lift stones.","They can reduce the force needed or change the direction of force, but usually require pulling or pushing over a greater distance.",9I assess-yourself success criterion 05,success-criterion-derived,0
y9x-074-9i-state-what-a-moment-is-and-when-something-balances,9I,physics,Assess check,state,1,written-recall,State what a moment is and when something balances.,A moment is the turning effect of a force. An object balances when clockwise and anticlockwise moments are equal and opposite.,9I assess-yourself success criterion 06,success-criterion-derived,0
y9x-075-9i-explain-why-simple-machines-do-not-mean-less-energy-is-needed,9I,physics,Assess check,explain,3,written-main,Explain why simple machines do not mean less energy is needed.,"Simple machines reduce force by increasing distance moved, so the work done is similar; friction can make the actual energy needed greater.",9I assess-yourself success criterion 07,success-criterion-derived,0
y9x-076-9i-represent-part-of-a-journey-on-a-distance-time-graph,9I,physics,Assess check,graph,3,written-main,Represent part of a journey on a distance-time graph.,Put time on the x-axis and distance on the y-axis. A steeper line means greater speed; a flat line means stopped.,9I assess-yourself success criterion 08,success-criterion-derived,1
y9x-077-9i-use-the-formula-for-moment-force-and-perpendicular-distance,9I,physics,Assess check,calculate,2,written-main,"Use the formula for moment, force and perpendicular distance.",Moment = force × perpendicular distance from the pivot. Rearranged: force = moment ÷ distance.,9I assess-yourself success criterion 09,success-criterion-derived,0
y9x-078-9i-explain-the-effect-of-friction-on-force-needed-to-move-a-load,9I,physics,Assess check,explain,3,written-main,Explain the effect of friction on force needed to move a load.,"Friction opposes motion, so a larger applied force is needed to start or keep the load moving.",9I assess-yourself success criterion 10,success-criterion-derived,0
y9x-079-9i-explain-why-friction-usually-means-more-energy-is-needed-with-a-simple-machine,9I,physics,Assess check,explain,3,written-main,Explain why friction usually means more energy is needed with a simple machine.,"Friction transfers some energy to thermal energy stores, so extra work is needed compared with an ideal frictionless machine.",9I assess-yourself success criterion 11,success-criterion-derived,0
y9x-080-9i-explain-how-ramp-angle-affects-friction-and-required-force-using-force-component,9I,physics,Assess check,explain,3,written-main,Explain how ramp angle affects friction and required force using force components.,A shallow ramp reduces the component of weight down the slope but increases distance and contact; a steeper ramp needs more force along the slope.,9I assess-yourself success criterion 12,success-criterion-derived,0
y9x-081-9b-describe-what-gas-exchange-is-and-why-it-needs-to-occur-in-plants,9B,biology,Progress check,explain,3,written-main,Describe what gas exchange is and why it needs to occur in plants.,Gas exchange is the movement of gases such as carbon dioxide and oxygen in and out of leaves. Plants need it for photosynthesis and respiration.,9B Plant Growth PPT slide 48 progress check,progress-check-derived,0
y9x-082-9b-describe-how-a-leaf-is-adapted-so-palisade-cells-get-the-resources-they-need,9B,biology,Progress check,describe,2,written-main,Describe how a leaf is adapted so palisade cells get the resources they need.,"Leaves are broad and thin, have stomata for carbon dioxide, veins/xylem for water, and palisade cells near the top packed with chloroplasts.",9B Plant Growth PPT slide 48 progress check,progress-check-derived,0
y9x-083-9b-describe-why-starch-in-chloroplasts-is-broken-down,9B,biology,Progress check,explain,3,written-main,Describe why starch in chloroplasts is broken down.,"Starch is broken down into smaller sugars so it can be transported around the plant and used for respiration, growth or storage elsewhere.",9B Plant Growth PPT slide 62 progress check,progress-check-derived,0
y9x-084-9b-suggest-when-starch-is-broken-down-in-chloroplasts-and-explain-why,9B,biology,Progress check,explain,3,written-main,Suggest when starch is broken down in chloroplasts and explain why.,"Starch is mainly broken down when photosynthesis stops or slows, such as at night, so stored carbohydrate can be moved and used.",9B Plant Growth PPT slide 62 progress check,progress-check-derived,0
y9x-085-9b-explain-why-plants-do-not-grow-well-if-the-soil-lacks-nitrates,9B,biology,Progress check,explain,3,written-main,Explain why plants do not grow well if the soil lacks nitrates.,"Nitrates are needed to make amino acids and proteins. Without enough nitrates, plants cannot make enough protein for growth and enzymes.",9B Plant Growth PPT slide 65 extending,progress-check-derived,0
y9x-086-9b-put-the-main-stages-of-germination-into-a-logical-order,9B,biology,Progress check,describe,3,written-main,Put the main stages of germination into a logical order.,"Water enters the seed, reactions restart, enzymes are released/activated, starch is digested to glucose, glucose enters the embryo, and the embryo respires and grows.",9B Plant Growth PPT slide 67,progress-check-derived,1
y9x-087-9b-list-three-substances-found-in-seeds-and-explain-their-functions,9B,biology,Progress check,explain,3,written-main,List three substances found in seeds and explain their functions.,"Starch or lipids store energy, enzymes digest stores during germination, proteins provide amino acids, and cellulose forms cell walls.",9B Plant Growth PPT slide 67 extending,progress-check-derived,1
y9x-088-9b-describe-why-plants-are-cross-bred,9B,biology,Progress check,explain,3,written-main,Describe why plants are cross-bred.,"Plants are cross-bred to combine useful inherited characteristics, such as higher yield, disease resistance, better taste or drought tolerance.",9B Plant Growth PPT slide 73 objective,progress-check-derived,0
y9x-089-9b-recall-the-main-mineral-nutrients-plants-need,9B,biology,Progress check,state,1,written-recall,Recall the main mineral nutrients plants need.,"Important mineral nutrients include nitrates for proteins, phosphates for DNA/cell membranes/root growth, and potassium compounds for healthy growth and enzymes.",9B Plant Growth PPT slide 73 objective,progress-check-derived,0
y9x-090-9b-explain-how-food-production-for-humans-can-be-increased,9B,biology,Progress check,explain,3,written-main,Explain how food production for humans can be increased.,"Food production can be increased using selective breeding, fertilisers, pest control, greenhouses, irrigation and choosing suitable crop varieties.",9B Plant Growth PPT slide 73 objective,progress-check-derived,0
y9x-091-9b-explain-why-phosphates-and-potassium-are-important-nutrients-for-plants,9B,biology,Progress check,explain,3,written-main,Explain why phosphates and potassium are important nutrients for plants.,"Phosphates are needed for DNA, energy transfer and root growth; potassium helps enzymes and healthy flower/fruit development.",9B Plant Growth PPT slide 73 objective,progress-check-derived,0
y9x-092-9b-define-biodiversity,9B,biology,Apply check,explain,2,written-main,A pesticide reduces the number of insect species living in a field. What has happened to biodiversity in that area?,Biodiversity has decreased because there is a smaller range of different species living in the area.,9B Plant Growth PPT slide 95,progress-check-derived,0
y9x-093-9b-describe-how-sampling-can-estimate-biodiversity-in-a-field,9B,biology,Progress check,describe,2,written-main,Describe how sampling can estimate biodiversity in a field.,"Use quadrats placed randomly or along a transect, count species in each quadrat, then use the sample to estimate diversity in the whole area.",9B Plant Growth PPT slides 97-98,progress-check-derived,1
y9x-094-9b-explain-why-relying-on-one-crop-variety-can-be-risky,9B,biology,Progress check,explain,3,written-main,Explain why relying on one crop variety can be risky.,"A single variety may all be vulnerable to the same disease, pest or environmental change, so a whole crop can fail.",9B Plant Growth PPT slide 99 extending,progress-check-derived,0
y9x-095-9b-label-the-main-processes-in-the-carbon-cycle,9B,biology,Progress check,identify,1,written-main,Label the main processes in the carbon cycle.,Photosynthesis removes carbon dioxide; feeding transfers carbon; respiration and combustion release carbon dioxide; decomposition returns carbon from dead material.,9B Plant Growth PPT slide 103,progress-check-derived,1
y9x-096-9b-explain-how-farming-affects-the-carbon-cycle,9B,biology,Progress check,explain,3,written-main,Explain how farming affects the carbon cycle.,"Farming can remove trees, disturb soils, burn fuels, use crops or livestock and release carbon dioxide, reducing long-term carbon storage.",9B Plant Growth PPT slide 103 extending,progress-check-derived,1
y9x-097-9b-give-advantages-and-disadvantages-of-clearing-land-for-farming,9B,biology,Progress check,state,1,written-recall,Give advantages and disadvantages of clearing land for farming.,"Advantages include more crop land and food. Disadvantages include habitat loss, reduced biodiversity, soil erosion and carbon dioxide release.",9B Plant Growth PPT slide 105,progress-check-derived,1
y9x-098-9b-give-advantages-and-disadvantages-of-insecticides-and-herbicides,9B,biology,Progress check,state,1,written-recall,Give advantages and disadvantages of insecticides and herbicides.,"They protect yield by killing pests or weeds, but can kill non-target species, reduce biodiversity and sometimes persist in food chains.",9B Plant Growth PPT slide 105,progress-check-derived,1
y9x-099-9b-give-advantages-and-disadvantages-of-fertilisers,9B,biology,Progress check,state,1,written-recall,Give advantages and disadvantages of fertilisers.,"Fertilisers increase growth and yield, but runoff can cause eutrophication, algal blooms and oxygen loss in lakes.",9B Plant Growth PPT slide 105,progress-check-derived,1
y9x-100-9b-explain-why-changing-from-wheat-to-rapeseed-after-many-years-may-reduce-yield,9B,biology,Progress check,explain,3,written-main,Explain why changing from wheat to rapeseed after many years may reduce yield.,"The soil may be depleted of particular nutrients, pests or diseases may be present, and soil structure/biodiversity may have been affected by long-term monoculture.",9B Plant Growth PPT slide 105 extending,progress-check-derived,0
y9x-101-9j-state-where-electrons-are-found-in-an-atom,9J,physics,Progress check,state,1,written-recall,State where electrons are found in an atom.,Electrons are found around the nucleus in shells or energy levels.,9Jb Static Electricity PPT slide 9 progress check,progress-check-derived,0
y9x-102-9j-describe-the-dangers-of-static-electricity,9J,physics,Progress check,describe,2,written-main,Describe the dangers of static electricity.,"Static sparks can ignite flammable vapours or dust, damage electronic components and give small electric shocks.",9Jb Static Electricity PPT slide 9 progress check,progress-check-derived,0
y9x-103-9j-explain-why-only-negative-charges-transfer-onto-an-insulating-material,9J,physics,Progress check,explain,3,written-main,Explain why only negative charges transfer onto an insulating material.,Only electrons can move between materials; positive charges are fixed in the nuclei of atoms.,9Jb Static Electricity PPT slide 9 progress check,progress-check-derived,1
y9x-104-9j-explain-why-a-rubbed-polythene-rod-has-an-overall-negative-charge,9J,physics,Progress check,explain,3,written-main,Explain why a rubbed polythene rod has an overall negative charge.,"Rubbing transfers electrons onto the polythene, so it has more electrons than protons and becomes negatively charged.",9Jb Static Electricity PPT slide 9 progress check,progress-check-derived,1
y9x-105-9j-describe-how-charged-objects-attract-or-repel-each-other,9J,physics,Progress check,describe,2,written-main,Describe how charged objects attract or repel each other.,Like charges repel; opposite charges attract. Charged objects can also attract uncharged light objects by inducing charge separation.,9Jb Static Electricity PPT slides 8 and 10,progress-check-derived,1
y9x-106-9j-describe-a-fair-investigation-of-forces-between-charged-rods,9J,physics,Progress check,describe,2,written-main,Describe a fair investigation of forces between charged rods.,"Rub rods in the same way, suspend one rod, bring another charged rod near without touching, record attraction/repulsion, and repeat with different rod combinations.",9Jb Static Electricity PPT slide 12,progress-check-derived,0
y9x-107-9j-state-three-materials-that-have-high-resistance,9J,physics,Progress check,state,1,written-recall,State three materials that have high resistance.,"Insulators such as plastic, rubber, glass or ceramic have high resistance.",9Jd Resistance PPT slide 9 progress check,progress-check-derived,0
y9x-108-9j-describe-what-resistance-is,9J,physics,Progress check,describe,2,written-main,Describe what resistance is.,Resistance is how difficult it is for current to flow through a component or material.,9Jd Resistance PPT slide 9 progress check,progress-check-derived,0
y9x-109-9j-describe-how-to-increase-resistance-in-a-circuit,9J,physics,Progress check,describe,2,written-main,Describe how to increase resistance in a circuit.,"Use a longer wire, a thinner wire, a higher-resistance material, add resistors, or increase a variable resistor.",9Jd Resistance PPT slide 9 progress check,progress-check-derived,0
y9x-110-9j-state-the-units-for-voltage-current-and-resistance,9J,physics,Progress check,state,1,written-recall,"State the units for voltage / potential difference, current and resistance.","Voltage / potential difference is measured in volts (V), current in amperes/amps (A), and resistance in ohms (Ω).",9Jd Resistance PPT slide 10,progress-check-derived,0
y9x-111-9j-explain-which-wire-has-higher-resistance-a-long-thin-wire-or-a-short-thick-wire-,9J,physics,Progress check,explain,3,written-main,Explain which wire has higher resistance: a long thin wire or a short thick wire of the same material.,The long thin wire has higher resistance because length increases resistance and smaller thickness reduces the space for current to flow.,9Jd Resistance PPT slide 8,progress-check-derived,0
y9x-112-9j-explain-how-a-current-voltage-graph-shows-which-resistor-has-the-higher-resistan,9J,physics,Progress check,explain,3,written-main,Explain how a current–voltage graph shows which resistor has the higher resistance.,"At the same voltage / potential difference, the resistor with the lower current has the higher resistance. Equivalently, the shallower I–V line has higher resistance.",9Jd Resistance PPT slide 16,progress-check-derived,1
y9x-113-9j-plan-an-investigation-into-how-wire-thickness-affects-resistance,9J,physics,Progress check,describe,4,written-main,Plan an investigation into how wire thickness affects resistance.,"Use wires of the same material and length but different thicknesses, measure voltage and current, calculate resistance, and control temperature.",9Jd Resistance PPT objective,progress-check-derived,1
y9x-114-9j-explain-why-copper-is-commonly-used-for-wires-in-circuits,9J,physics,Progress check,explain,3,written-main,Explain why copper is commonly used for wires in circuits.,"Copper is a good electrical conductor with low resistance, is ductile and is not too expensive compared with metals such as silver.",9Jc Current Electricity PPT slide 3 extending,progress-check-derived,0
y9x-115-9j-describe-how-current-behaves-in-series-and-parallel-circuits,9J,physics,Progress check,describe,2,written-main,Describe how current behaves in series and parallel circuits.,"Current is the same everywhere in a series circuit. In a parallel circuit, current splits at junctions and recombines afterwards.",9Jc Current Electricity PPT slide 10,progress-check-derived,1
y9x-116-9j-describe-how-voltage-behaves-in-series-and-parallel-circuits,9J,physics,Progress check,describe,2,written-main,Describe how voltage / potential difference behaves in series and parallel circuits.,"In series, voltages across components add to the supply voltage. In parallel, each branch has the same voltage as the supply.",9Jc Current Electricity PPT slide 13,progress-check-derived,1
y9x-117-9j-explain-the-difference-between-an-electromagnet-and-a-bar-magnet,9J,physics,Progress check,explain,3,written-main,Explain the difference between an electromagnet and a bar magnet.,"An electromagnet can be switched on and off and its strength can be changed by current, turns or core; a bar magnet is permanently magnetic.",9Je Electromagnets PPT slide 3 extending,progress-check-derived,1
y9x-118-9j-predict-how-changing-current-magnetic-field-strength-or-current-direction-affect,9J,physics,Progress check,describe,3,written-main,"Predict how changing current, magnetic field strength or current direction affects a motor.","Increasing current increases force, a weaker magnetic field reduces force, and reversing current reverses the direction of the force.",9Je Electromagnets PPT slide 8,progress-check-derived,1
y9x-119-9j-gamora-has-mass-54-kg-calculate-her-weight-on-earth-where-g-10-n-kg,9J,physics,Calculation,calculate,2,written-main,"Gamora has mass 54 kg. Calculate her weight on Earth, where g = 10 N/kg.",540 N,9Ja Force Fields PPT slide 17,calculation-practice-derived,0
y9x-120-9j-gamora-has-mass-54-kg-on-a-planet-where-g-5-n-kg-calculate-her-weight,9J,physics,Calculation,calculate,2,written-main,Gamora has mass 54 kg on a planet where g = 5 N/kg. Calculate her weight.,270 N,9Ja Force Fields PPT slide 17,calculation-practice-derived,0
y9x-121-9j-star-lord-has-mass-96-kg-calculate-his-weight-on-earth-where-g-10-n-kg,9J,physics,Calculation,calculate,2,written-main,"Star Lord has mass 96 kg. Calculate his weight on Earth, where g = 10 N/kg.",960 N,9Ja Force Fields PPT slide 18,calculation-practice-derived,0
y9x-122-9j-star-lord-has-mass-96-kg-on-a-planet-where-g-14-n-kg-calculate-his-weight,9J,physics,Calculation,calculate,2,written-main,Star Lord has mass 96 kg on a planet where g = 14 N/kg. Calculate his weight.,1344 N,9Ja Force Fields PPT slide 18,calculation-practice-derived,0
y9x-123-9j-drax-weighs-1220-n-on-earth-where-g-10-n-kg-calculate-his-mass,9J,physics,Calculation,calculate,2,written-main,Drax weighs 1220 N on Earth where g = 10 N/kg. Calculate his mass.,122 kg,9Ja Force Fields PPT slide 19,calculation-practice-derived,0
y9x-124-9j-drax-has-mass-122-kg-on-a-planet-where-g-7-5-n-kg-calculate-his-weight,9J,physics,Calculation,calculate,2,written-main,Drax has mass 122 kg on a planet where g = 7.5 N/kg. Calculate his weight.,915 N,9Ja Force Fields PPT slide 19,calculation-practice-derived,0
y9x-125-9j-rocket-weighs-470-n-on-earth-where-g-10-n-kg-calculate-his-mass,9J,physics,Calculation,calculate,2,written-main,Rocket weighs 470 N on Earth where g = 10 N/kg. Calculate his mass.,47 kg,9Ja Force Fields PPT slide 20,calculation-practice-derived,0
y9x-126-9j-rocket-has-mass-47-kg-on-a-planet-where-g-22-8-n-kg-calculate-his-weight,9J,physics,Calculation,calculate,2,written-main,Rocket has mass 47 kg on a planet where g = 22.8 N/kg. Calculate his weight.,1071.6 N,9Ja Force Fields PPT slide 20,calculation-practice-derived,0
y9x-127-9j-mantis-has-mass-56-kg-calculate-her-weight-on-earth-where-g-10-n-kg,9J,physics,Calculation,calculate,2,written-main,Mantis has mass 56 kg. Calculate her weight on Earth where g = 10 N/kg.,560 N,9Ja Force Fields PPT slide 21,calculation-practice-derived,0
y9x-128-9j-mantis-has-mass-56-kg-and-weight-686-n-on-a-planet-calculate-g,9J,physics,Calculation,calculate,2,written-main,Mantis has mass 56 kg and weight 686 N on a planet. Calculate g.,12.25 N/kg,9Ja Force Fields PPT slide 21,calculation-practice-derived,0
y9x-129-9j-groot-has-mass-34-kg-on-a-planet-where-g-6-8-n-kg-calculate-his-weight,9J,physics,Calculation,calculate,2,written-main,Groot has mass 34 kg on a planet where g = 6.8 N/kg. Calculate his weight.,231.2 N,9Ja Force Fields PPT slide 22,calculation-practice-derived,0
y9x-130-9j-groot-has-mass-34-kg-and-weight-724-2-n-on-a-planet-calculate-g,9J,physics,Calculation,calculate,2,written-main,Groot has mass 34 kg and weight 724.2 N on a planet. Calculate g.,21.3 N/kg,9Ja Force Fields PPT slide 22,calculation-practice-derived,0
y9x-131-9j-oberon-has-about-1-3-times-the-mass-of-rhea-but-a-similar-diameter-which-moon-ha,9J,physics,Calculation,identify,2,written-main,Oberon has about 1.3 times the mass of Rhea but a similar diameter. Which moon has greater surface gravity?,Oberon,9Ja Force Fields PPT slide 23 practice question,calculation-practice-derived,0
y9x-132-9j-calculate-resistance-voltage-12-v-current-2-a,9J,physics,Calculation,calculate,2,written-main,"Calculate resistance: voltage = 12 V, current = 2 A.",6 Ω,9Jd Resistance formula practice,calculation-practice-derived,0
y9x-133-9j-calculate-resistance-voltage-9-v-current-0-3-a,9J,physics,Calculation,calculate,2,written-main,"Calculate resistance: voltage = 9 V, current = 0.3 A.",30 Ω,9Jd Resistance formula practice,calculation-practice-derived,0
y9x-134-9j-calculate-resistance-voltage-8-v-current-0-02-a,9J,physics,Calculation,calculate,2,written-main,"Calculate resistance: voltage = 8 V, current = 0.02 A.",400 Ω,9Jd Resistance PPT table-style practice,calculation-practice-derived,0
y9x-135-9j-calculate-current-voltage-6-v-resistance-30,9J,physics,Calculation,calculate,2,written-main,"Calculate current: voltage = 6 V, resistance = 30 Ω.",0.2 A,9Jd Resistance formula practice,calculation-practice-derived,0
y9x-136-9j-calculate-voltage-current-0-5-a-resistance-20,9J,physics,Calculation,calculate,2,written-main,"Calculate voltage: current = 0.5 A, resistance = 20 Ω.",10 V,9Jd Resistance PPT modelled answer extension,calculation-practice-derived,0
y9x-137-9j-calculate-voltage-current-0-02-a-resistance-5200,9J,physics,Calculation,calculate,2,written-main,"Calculate voltage: current = 0.02 A, resistance = 5200 Ω.",104 V,9Jd Resistance PPT table-style practice,calculation-practice-derived,0
y9x-138-9i-a-stone-is-moved-65-km-in-65-h-calculate-the-mean-speed,9I,physics,Calculation,calculate,2,written-main,A stone is moved 65 km in 65 h. Calculate the mean speed.,1 km/h,9I assess-yourself journey context,calculation-practice-derived,0
y9x-139-9i-a-river-section-is-40-km-and-the-stones-move-at-3-km-h-calculate-the-time-taken,9I,physics,Calculation,calculate,2,written-main,A river section is 40 km and the stones move at 3 km/h. Calculate the time taken.,"13.3 h, or about 13 h 20 min",9I assess-yourself journey context,calculation-practice-derived,0
y9x-140-9i-a-final-overland-section-is-5-km-at-1-km-h-calculate-the-time-taken,9I,physics,Calculation,calculate,2,written-main,A final overland section is 5 km at 1 km/h. Calculate the time taken.,5 h,9I assess-yourself journey context,calculation-practice-derived,0
y9x-141-9i-a-force-of-200-n-acts-0-5-m-from-a-pivot-calculate-the-moment,9I,physics,Calculation,calculate,2,written-main,A force of 200 N acts 0.5 m from a pivot. Calculate the moment.,100 N m,9I moments practice,calculation-practice-derived,0
y9x-142-9i-a-moment-of-120-n-m-is-needed-using-a-lever-2-m-from-the-pivot-calculate-the-for,9I,physics,Calculation,calculate,2,written-main,A moment of 120 N m is needed using a lever 2 m from the pivot. Calculate the force.,60 N,9I moments practice,calculation-practice-derived,0
y9x-143-9i-a-300-n-force-moves-a-load-4-m-calculate-the-work-done,9I,physics,Calculation,calculate,2,written-main,A 300 N force moves a load 4 m. Calculate the work done.,1200 J,9I work-done practice,calculation-practice-derived,0
y9x-144-9i-a-ramp-requires-1500-j-of-work-over-5-m-calculate-the-average-force,9I,physics,Calculation,calculate,2,written-main,A ramp requires 1500 J of work over 5 m. Calculate the average force.,300 N,9I ramps/work-done practice,calculation-practice-derived,0
y9x-145-9i-a-cyclist-travels-at-6-m-s-for-20-s-calculate-the-distance-travelled,9I,physics,Calculation,calculate,2,written-main,A cyclist travels at 6 m/s for 20 s. Calculate the distance travelled.,120 m,9I speed practice,calculation-practice-derived,0
y9x-138-9j-match-common-circuit-symbols-to-their-component-names,9J,physics,Progress check,identify,4,written-main,"Use the circuit symbol grid. Match labels A–H to these components: cell, battery, open switch, closed switch, lamp, resistor, ammeter and voltmeter.",A = cell; B = battery; C = open switch; D = closed switch; E = lamp/bulb; F = resistor; G = ammeter; H = voltmeter.,9Jc Current Electricity PPT / revision pack circuit-symbol coverage,revision-pack-aligned-visual-practice,1
y9x-148-9j-compare-current-and-voltage-in-the-two-circuits,9J,physics,Progress check,describe,4,written-main,Use the circuit diagrams. Compare how current and voltage behave in Circuit A and Circuit B.,Circuit A is series: current is the same everywhere and voltage is shared between components. Circuit B is parallel: current splits between branches and each branch has the same voltage as the supply.,9Jc Current Electricity PPT / series and parallel circuits,revision-pack-aligned-visual-practice,1
y9x-153-9j-use-the-charge-pair-diagram-identify-which-pairs-repel-and-which-attract,9J,physics,Progress check,identify,1,written-main,Use the charge-pair diagram. Identify which labelled pairs repel and which labelled pairs attract.,Pairs A and C repel because they show like charges. Pairs B and D attract because they show opposite charges.,9Jb Static-Electricity PPT / 9J summary sheet - charge attraction and repulsion visual practice,source-style-redraw,1
y9x-154-9j-use-the-charge-transfer-diagram-what-particle-has-moved-and-what-charge-does-the-rod-gain,9J,physics,Progress check,identify,2,written-main,"Use the charge-transfer diagram. What particle has moved, and what overall charge does the rod gain?","Electrons have moved onto the rod, so the rod gains an overall negative charge.",9Jb Static-Electricity PPT / 9J summary sheet - charging by rubbing visual practice,source-style-redraw,1
y9x-155-9j-use-the-electromagnet-diagram-match-labels-a-to-d-to-the-coil-core-cell-and-switch,9J,physics,Progress check,identify,4,written-main,"Use the electromagnet diagram. Match labels A–D to the coil of wire, iron core, cell/battery and switch.",A is the coil of wire. B is the iron core. C is the cell or battery. D is the switch.,9Je Electromagnets PPT / 9J summary sheet - electromagnet parts visual practice,source-style-redraw,1
